,Data,Temperatura Mínima,Temperatura Máxima
7672,1981-12-24,-,-
7673,1981-12-25,-,-
7674,1981-12-26,-,-
7675,1981-12-27,-,-
7676,1981-12-28,-,-
7677,1981-12-29,-,-
7678,1981-12-30,-,-
7679,1981-12-31,-,-
7680,1982-01-01,-,-
7681,1982-01-02,-,-
7682,1982-01-03,-,-
7683,1982-01-04,-,-
7684,1982-01-05,-,-
7685,1982-01-06,-,-
7686,1982-01-07,-,-
7687,1982-01-08,-,-
7688,1982-01-09,-,-
7689,1982-01-10,-,-
7690,1982-01-11,-,-
7691,1982-01-12,-,-
7692,1982-01-13,-,-
7693,1982-01-14,-,-
7694,1982-01-15,-,-
7695,1982-01-16,-,-
7696,1982-01-17,-,-
7697,1982-01-18,-,-
7698,1982-01-19,-,-
7699,1982-01-20,-,-
7700,1982-01-21,-,-
7701,1982-01-22,-,-
7702,1982-01-23,-,-
7703,1982-01-24,-,-
7704,1982-01-25,-,-
7705,1982-01-26,-,-
7706,1982-01-27,-,-
7707,1982-01-28,-,-
7708,1982-01-29,-,-
7709,1982-01-30,-,-
7710,1982-01-31,-,-
7711,1982-02-01,-,-
7712,1982-02-02,-,-
7713,1982-02-03,-,-
7714,1982-02-04,-,-
7715,1982-02-05,-,-
7716,1982-02-06,-,-
7717,1982-02-07,-,-
7718,1982-02-08,-,-
7719,1982-02-09,-,-
7720,1982-02-10,-,-
7721,1982-02-11,-,-
7722,1982-02-12,-,-
7723,1982-02-13,-,-
7724,1982-02-14,-,-
7725,1982-02-15,-,-
7726,1982-02-16,-,-
7727,1982-02-17,-,-
7728,1982-02-18,-,-
7729,1982-02-19,-,-
7730,1982-02-20,-,-
7731,1982-02-21,-,-
7732,1982-02-22,-,-
7733,1982-02-23,-,-
7734,1982-02-24,-,-
7735,1982-02-25,-,-
7736,1982-02-26,-,-
7737,1982-02-27,-,-
7738,1982-02-28,-,-
7739,1982-03-01,-,-
7740,1982-03-02,-,-
7741,1982-03-03,-,-
7742,1982-03-04,-,-
7743,1982-03-05,-,-
7744,1982-03-06,-,-
7745,1982-03-07,-,-
7746,1982-03-08,-,-
7747,1982-03-09,-,-
7748,1982-03-10,-,-
7749,1982-03-11,-,-
7750,1982-03-12,-,-
7751,1982-03-13,-,-
7752,1982-03-14,-,-
7753,1982-03-15,-,-
7754,1982-03-16,-,-
7755,1982-03-17,-,-
7756,1982-03-18,-,-
7757,1982-03-19,-,-
7758,1982-03-20,-,-
7759,1982-03-21,-,-
7760,1982-03-22,-,-
7761,1982-03-23,-,-
7762,1982-03-24,-,-
7763,1982-03-25,-,-
7764,1982-03-26,-,-
7765,1982-03-27,-,-
7766,1982-03-28,-,-
7767,1982-03-29,-,-
7768,1982-03-30,-,-
7769,1982-03-31,-,-
7770,1982-04-01,-,-
7771,1982-04-02,-,-
7772,1982-04-03,-,-
7773,1982-04-04,-,-
7774,1982-04-05,-,-
7775,1982-04-06,-,-
7776,1982-04-07,-,-
7777,1982-04-08,-,-
7778,1982-04-09,-,-
7779,1982-04-10,-,-
7780,1982-04-11,-,-
7781,1982-04-12,-,-
7782,1982-04-13,-,-
7783,1982-04-14,-,-
7784,1982-04-15,-,-
7785,1982-04-16,-,-
7786,1982-04-17,-,-
7787,1982-04-18,-,-
7788,1982-04-19,-,-
7789,1982-04-20,-,-
7790,1982-04-21,-,-
7791,1982-04-22,-,-
7792,1982-04-23,-,-
7793,1982-04-24,-,-
7794,1982-04-25,-,-
7795,1982-04-26,-,-
7796,1982-04-27,-,-
7797,1982-04-28,-,-
7798,1982-04-29,-,-
7799,1982-04-30,-,-
7800,1982-05-01,-,-
7801,1982-05-02,-,-
7802,1982-05-03,-,-
7803,1982-05-04,-,-
7804,1982-05-05,-,-
7805,1982-05-06,-,-
7806,1982-05-07,-,-
7807,1982-05-08,-,-
7808,1982-05-09,-,-
7809,1982-05-10,-,-
7810,1982-05-11,-,-
7811,1982-05-12,-,-
7812,1982-05-13,-,-
7813,1982-05-14,-,-
7814,1982-05-15,-,-
7815,1982-05-16,-,-
7816,1982-05-17,-,-
7817,1982-05-18,-,-
7818,1982-05-19,-,-
7819,1982-05-20,-,-
7820,1982-05-21,-,-
7821,1982-05-22,-,-
7822,1982-05-23,-,-
7823,1982-05-24,-,-
7824,1982-05-25,-,-
7825,1982-05-26,-,-
7826,1982-05-27,-,-
7827,1982-05-28,-,-
7828,1982-05-29,-,-
7829,1982-05-30,-,-
7830,1982-05-31,-,-
7831,1982-06-01,-,-
7832,1982-06-02,-,-
7833,1982-06-03,-,-
7834,1982-06-04,-,-
7835,1982-06-05,-,-
7836,1982-06-06,-,-
7837,1982-06-07,-,-
7838,1982-06-08,-,-
7839,1982-06-09,-,-
7840,1982-06-10,-,-
7841,1982-06-11,-,-
7842,1982-06-12,-,-
7843,1982-06-13,-,-
7844,1982-06-14,-,-
7845,1982-06-15,-,-
7846,1982-06-16,-,-
7847,1982-06-17,-,-
7848,1982-06-18,-,-
7849,1982-06-19,-,-
7850,1982-06-20,-,-
7851,1982-06-21,-,-
7852,1982-06-22,-,-
7853,1982-06-23,-,-
7854,1982-06-24,-,-
7855,1982-06-25,-,-
7856,1982-06-26,-,-
7857,1982-06-27,-,-
7858,1982-06-28,-,-
7859,1982-06-29,-,-
7860,1982-06-30,-,-
7861,1982-07-01,-,-
7862,1982-07-02,-,-
7863,1982-07-03,-,-
7864,1982-07-04,-,-
7865,1982-07-05,-,-
7866,1982-07-06,-,-
7867,1982-07-07,-,-
7868,1982-07-08,-,-
7869,1982-07-09,-,-
7870,1982-07-10,-,-
7871,1982-07-11,-,-
7872,1982-07-12,-,-
7873,1982-07-13,-,-
7874,1982-07-14,-,-
7875,1982-07-15,-,-
7876,1982-07-16,-,-
7877,1982-07-17,-,-
7878,1982-07-18,-,-
7879,1982-07-19,-,-
7880,1982-07-20,-,-
7881,1982-07-21,-,-
7882,1982-07-22,-,-
7883,1982-07-23,-,-
7884,1982-07-24,-,-
7885,1982-07-25,-,-
7886,1982-07-26,-,-
7887,1982-07-27,-,-
7888,1982-07-28,-,-
7889,1982-07-29,-,-
7890,1982-07-30,-,-
7891,1982-07-31,-,-
7892,1982-08-01,-,-
7893,1982-08-02,-,-
7894,1982-08-03,-,-
7895,1982-08-04,-,-
7896,1982-08-05,-,-
7897,1982-08-06,-,-
7898,1982-08-07,-,-
7899,1982-08-08,-,-
7900,1982-08-09,-,-
7901,1982-08-10,-,-
7902,1982-08-11,-,-
7903,1982-08-12,-,-
7904,1982-08-13,-,-
7905,1982-08-14,-,-
7906,1982-08-15,-,-
7907,1982-08-16,-,-
7908,1982-08-17,-,-
7909,1982-08-18,-,-
7910,1982-08-19,-,-
7911,1982-08-20,-,-
7912,1982-08-21,-,-
7913,1982-08-22,-,-
7914,1982-08-23,-,-
7915,1982-08-24,-,-
7916,1982-08-25,-,-
7917,1982-08-26,-,-
7918,1982-08-27,-,-
7919,1982-08-28,-,-
7920,1982-08-29,-,-
7921,1982-08-30,-,-
7922,1982-08-31,-,-
7923,1982-09-01,-,-
7924,1982-09-02,-,-
7925,1982-09-03,-,-
7926,1982-09-04,-,-
7927,1982-09-05,-,-
7928,1982-09-06,-,-
7929,1982-09-07,-,-
7930,1982-09-08,-,-
7931,1982-09-09,-,-
7932,1982-09-10,-,-
7933,1982-09-11,-,-
7934,1982-09-12,-,-
7935,1982-09-13,-,-
7936,1982-09-14,-,-
7937,1982-09-15,-,-
7938,1982-09-16,-,-
7939,1982-09-17,-,-
7940,1982-09-18,-,-
7941,1982-09-19,-,-
7942,1982-09-20,-,-
7943,1982-09-21,-,-
7944,1982-09-22,-,-
7945,1982-09-23,-,-
7946,1982-09-24,-,-
7947,1982-09-25,-,-
7948,1982-09-26,-,-
7949,1982-09-27,-,-
7950,1982-09-28,-,-
7951,1982-09-29,-,-
7952,1982-09-30,-,-
7953,1982-10-01,-,-
7954,1982-10-02,-,-
7955,1982-10-03,-,-
7956,1982-10-04,-,-
7957,1982-10-05,-,-
7958,1982-10-06,-,-
7959,1982-10-07,-,-
7960,1982-10-08,-,-
7961,1982-10-09,-,-
7962,1982-10-10,-,-
7963,1982-10-11,-,-
7964,1982-10-12,-,-
7965,1982-10-13,-,-
7966,1982-10-14,-,-
7967,1982-10-15,-,-
7968,1982-10-16,-,-
7969,1982-10-17,-,-
7970,1982-10-18,-,-
7971,1982-10-19,-,-
7972,1982-10-20,-,-
7973,1982-10-21,-,-
7974,1982-10-22,-,-
7975,1982-10-23,-,-
7976,1982-10-24,-,-
7977,1982-10-25,-,-
7978,1982-10-26,-,-
7979,1982-10-27,-,-
7980,1982-10-28,-,-
7981,1982-10-29,-,-
7982,1982-10-30,-,-
7983,1982-10-31,-,-
7984,1982-11-01,-,-
7985,1982-11-02,-,-
7986,1982-11-03,-,-
7987,1982-11-04,-,-
7988,1982-11-05,-,-
7989,1982-11-06,-,-
7990,1982-11-07,-,-
7991,1982-11-08,-,-
7992,1982-11-09,-,-
7993,1982-11-10,-,-
7994,1982-11-11,-,-
7995,1982-11-12,-,-
7996,1982-11-13,-,-
7997,1982-11-14,-,-
7998,1982-11-15,-,-
7999,1982-11-16,-,-
8000,1982-11-17,-,-
8001,1982-11-18,-,-
8002,1982-11-19,-,-
8003,1982-11-20,-,-
8004,1982-11-21,-,-
8005,1982-11-22,-,-
8006,1982-11-23,-,-
8007,1982-11-24,-,-
8008,1982-11-25,-,-
8009,1982-11-26,-,-
8010,1982-11-27,-,-
8011,1982-11-28,-,-
8012,1982-11-29,-,-
8013,1982-11-30,-,-
8014,1982-12-01,-,-
8015,1982-12-02,-,-
8016,1982-12-03,-,-
8017,1982-12-04,-,-
8018,1982-12-05,-,-
8019,1982-12-06,-,-
8020,1982-12-07,-,-
8021,1982-12-08,-,-
8022,1982-12-09,-,-
8023,1982-12-10,-,-
8024,1982-12-11,-,-
8025,1982-12-12,-,-
8026,1982-12-13,-,-
8027,1982-12-14,-,-
8028,1982-12-15,-,-
8029,1982-12-16,-,-
8030,1982-12-17,-,-
8031,1982-12-18,-,-
8032,1982-12-19,-,-
8033,1982-12-20,-,-
8034,1982-12-21,-,-
8035,1982-12-22,-,-
8036,1982-12-23,-,-
8037,1982-12-24,-,-
8038,1982-12-25,-,-
8039,1982-12-26,-,-
8040,1982-12-27,-,-
8041,1982-12-28,-,-
8042,1982-12-29,-,-
8043,1982-12-30,-,-
8044,1982-12-31,-,-
8045,1983-01-01,-,-
8046,1983-01-02,-,-
8047,1983-01-03,-,-
8048,1983-01-04,-,-
8049,1983-01-05,-,-
8050,1983-01-06,-,-
8051,1983-01-07,-,-
8052,1983-01-08,-,-
8053,1983-01-09,-,-
8054,1983-01-10,-,-
8055,1983-01-11,-,-
8056,1983-01-12,-,-
8057,1983-01-13,-,-
8058,1983-01-14,-,-
8059,1983-01-15,-,-
8060,1983-01-16,-,-
8061,1983-01-17,-,-
8062,1983-01-18,-,-
8063,1983-01-19,-,-
8064,1983-01-20,-,-
8065,1983-01-21,-,-
8066,1983-01-22,-,-
8067,1983-01-23,-,-
8068,1983-01-24,-,-
8069,1983-01-25,-,-
8070,1983-01-26,-,-
8071,1983-01-27,-,-
8072,1983-01-28,-,-
8073,1983-01-29,-,-
8074,1983-01-30,-,-
8075,1983-01-31,-,-
8076,1983-02-01,-,-
8077,1983-02-02,-,-
8078,1983-02-03,-,-
8079,1983-02-04,-,-
8080,1983-02-05,-,-
8081,1983-02-06,-,-
8082,1983-02-07,-,-
8083,1983-02-08,-,-
8084,1983-02-09,-,-
8085,1983-02-10,-,-
8086,1983-02-11,-,-
8087,1983-02-12,-,-
8088,1983-02-13,-,-
8089,1983-02-14,-,-
8090,1983-02-15,-,-
8091,1983-02-16,-,-
8092,1983-02-17,-,-
8093,1983-02-18,-,-
8094,1983-02-19,-,-
8095,1983-02-20,-,-
8096,1983-02-21,-,-
8097,1983-02-22,-,-
8098,1983-02-23,-,-
8099,1983-02-24,-,-
8100,1983-02-25,-,-
8101,1983-02-26,-,-
8102,1983-02-27,-,-
8103,1983-02-28,-,-
8104,1983-03-01,-,-
8105,1983-03-02,-,-
8106,1983-03-03,-,-
8107,1983-03-04,-,-
8108,1983-03-05,-,-
8109,1983-03-06,-,-
8110,1983-03-07,-,-
8111,1983-03-08,-,-
8112,1983-03-09,-,-
8113,1983-03-10,-,-
8114,1983-03-11,-,-
8115,1983-03-12,-,-
8116,1983-03-13,-,-
8117,1983-03-14,-,-
8118,1983-03-15,-,-
8119,1983-03-16,-,-
8120,1983-03-17,-,-
8121,1983-03-18,-,-
8122,1983-03-19,-,-
8123,1983-03-20,-,-
8124,1983-03-21,-,-
8125,1983-03-22,-,-
8126,1983-03-23,-,-
8127,1983-03-24,-,-
8128,1983-03-25,-,-
8129,1983-03-26,-,-
8130,1983-03-27,-,-
8131,1983-03-28,-,-
8132,1983-03-29,-,-
8133,1983-03-30,-,-
8134,1983-03-31,-,-
8135,1983-04-01,-,-
8136,1983-04-02,-,-
8137,1983-04-03,-,-
8138,1983-04-04,-,-
8139,1983-04-05,-,-
8140,1983-04-06,-,-
8141,1983-04-07,-,-
8142,1983-04-08,-,-
8143,1983-04-09,-,-
8144,1983-04-10,-,-
8145,1983-04-11,-,-
8146,1983-04-12,-,-
8147,1983-04-13,-,-
8148,1983-04-14,-,-
8149,1983-04-15,-,-
8150,1983-04-16,-,-
8151,1983-04-17,-,-
8152,1983-04-18,-,-
8153,1983-04-19,-,-
8154,1983-04-20,-,-
8155,1983-04-21,-,-
8156,1983-04-22,-,-
8157,1983-04-23,-,-
8158,1983-04-24,-,-
8159,1983-04-25,-,-
8160,1983-04-26,-,-
8161,1983-04-27,-,-
8162,1983-04-28,-,-
8163,1983-04-29,-,-
8164,1983-04-30,-,-
8165,1983-05-01,-,-
8166,1983-05-02,-,-
8167,1983-05-03,-,-
8168,1983-05-04,-,-
8169,1983-05-05,-,-
8170,1983-05-06,-,-
8171,1983-05-07,-,-
8172,1983-05-08,-,-
8173,1983-05-09,-,-
8174,1983-05-10,-,-
8175,1983-05-11,-,-
8176,1983-05-12,-,-
8177,1983-05-13,-,-
8178,1983-05-14,-,-
8179,1983-05-15,-,-
8180,1983-05-16,-,-
8181,1983-05-17,-,-
8182,1983-05-18,-,-
8183,1983-05-19,-,-
8184,1983-05-20,-,-
8185,1983-05-21,-,-
8186,1983-05-22,-,-
8187,1983-05-23,-,-
8188,1983-05-24,-,-
8189,1983-05-25,-,-
8190,1983-05-26,-,-
8191,1983-05-27,-,-
8192,1983-05-28,-,-
8193,1983-05-29,-,-
8194,1983-05-30,-,-
8195,1983-05-31,-,-
8196,1983-06-01,-,-
8197,1983-06-02,-,-
8198,1983-06-03,-,-
8199,1983-06-04,-,-
8200,1983-06-05,-,-
8201,1983-06-06,-,-
8202,1983-06-07,-,-
8203,1983-06-08,-,-
8204,1983-06-09,-,-
8205,1983-06-10,-,-
8206,1983-06-11,-,-
8207,1983-06-12,-,-
8208,1983-06-13,-,-
8209,1983-06-14,-,-
8210,1983-06-15,-,-
8211,1983-06-16,-,-
8212,1983-06-17,-,-
8213,1983-06-18,-,-
8214,1983-06-19,-,-
8215,1983-06-20,-,-
8216,1983-06-21,-,-
8217,1983-06-22,-,-
8218,1983-06-23,-,-
8219,1983-06-24,-,-
8220,1983-06-25,-,-
8221,1983-06-26,-,-
8222,1983-06-27,-,-
8223,1983-06-28,-,-
8224,1983-06-29,-,-
8225,1983-06-30,-,-
8226,1983-07-01,-,-
8227,1983-07-02,-,-
8228,1983-07-03,-,-
8229,1983-07-04,-,-
8230,1983-07-05,-,-
8231,1983-07-06,-,-
8232,1983-07-07,-,-
8233,1983-07-08,-,-
8234,1983-07-09,-,-
8235,1983-07-10,-,-
8236,1983-07-11,-,-
8237,1983-07-12,-,-
8238,1983-07-13,-,-
8239,1983-07-14,-,-
8240,1983-07-15,-,-
8241,1983-07-16,-,-
8242,1983-07-17,-,-
8243,1983-07-18,-,-
8244,1983-07-19,-,-
8245,1983-07-20,-,-
8246,1983-07-21,-,-
8247,1983-07-22,-,-
8248,1983-07-23,-,-
8249,1983-07-24,-,-
8250,1983-07-25,-,-
8251,1983-07-26,-,-
8252,1983-07-27,-,-
8253,1983-07-28,-,-
8254,1983-07-29,-,-
8255,1983-07-30,-,-
8256,1983-07-31,-,-
8257,1983-08-01,-,-
8258,1983-08-02,-,-
8259,1983-08-03,-,-
8260,1983-08-04,-,-
8261,1983-08-05,-,-
8262,1983-08-06,-,-
8263,1983-08-07,-,-
8264,1983-08-08,-,-
8265,1983-08-09,-,-
8266,1983-08-10,-,-
8267,1983-08-11,-,-
8268,1983-08-12,-,-
8269,1983-08-13,-,-
8270,1983-08-14,-,-
8271,1983-08-15,-,-
8272,1983-08-16,-,-
8273,1983-08-17,-,-
8274,1983-08-18,-,-
8275,1983-08-19,-,-
8276,1983-08-20,-,-
8277,1983-08-21,-,-
8278,1983-08-22,-,-
8279,1983-08-23,-,-
8280,1983-08-24,-,-
8281,1983-08-25,-,-
8282,1983-08-26,-,-
8283,1983-08-27,-,-
8284,1983-08-28,-,-
8285,1983-08-29,-,-
8286,1983-08-30,-,-
8287,1983-08-31,-,-
8288,1983-09-01,-,-
8289,1983-09-02,-,-
8290,1983-09-03,-,-
8291,1983-09-04,-,-
8292,1983-09-05,-,-
8293,1983-09-06,-,-
8294,1983-09-07,-,-
8295,1983-09-08,-,-
8296,1983-09-09,-,-
8297,1983-09-10,-,-
8298,1983-09-11,-,-
8299,1983-09-12,-,-
8300,1983-09-13,-,-
8301,1983-09-14,-,-
8302,1983-09-15,-,-
8303,1983-09-16,-,-
8304,1983-09-17,-,-
8305,1983-09-18,-,-
8306,1983-09-19,-,-
8307,1983-09-20,-,-
8308,1983-09-21,-,-
8309,1983-09-22,-,-
8310,1983-09-23,-,-
8311,1983-09-24,-,-
8312,1983-09-25,-,-
8313,1983-09-26,-,-
8314,1983-09-27,-,-
8315,1983-09-28,-,-
8316,1983-09-29,-,-
8317,1983-09-30,-,-
8318,1983-10-01,-,-
8319,1983-10-02,-,-
8320,1983-10-03,-,-
8321,1983-10-04,-,-
8322,1983-10-05,-,-
8323,1983-10-06,-,-
8324,1983-10-07,-,-
8325,1983-10-08,-,-
8326,1983-10-09,-,-
8327,1983-10-10,-,-
8328,1983-10-11,-,-
8329,1983-10-12,-,-
8330,1983-10-13,-,-
8331,1983-10-14,-,-
8332,1983-10-15,-,-
8333,1983-10-16,-,-
8334,1983-10-17,-,-
8335,1983-10-18,-,-
8336,1983-10-19,-,-
8337,1983-10-20,-,-
8338,1983-10-21,-,-
8339,1983-10-22,-,-
8340,1983-10-23,-,-
8341,1983-10-24,-,-
8342,1983-10-25,-,-
8343,1983-10-26,-,-
8344,1983-10-27,-,-
8345,1983-10-28,-,-
8346,1983-10-29,-,-
8347,1983-10-30,-,-
8348,1983-10-31,-,-
8349,1983-11-01,-,-
8350,1983-11-02,-,-
8351,1983-11-03,-,-
8352,1983-11-04,-,-
8353,1983-11-05,-,-
8354,1983-11-06,-,-
8355,1983-11-07,-,-
8356,1983-11-08,-,-
8357,1983-11-09,-,-
8358,1983-11-10,-,-
8359,1983-11-11,-,-
8360,1983-11-12,-,-
8361,1983-11-13,-,-
8362,1983-11-14,-,-
8363,1983-11-15,-,-
8364,1983-11-16,-,-
8365,1983-11-17,-,-
8366,1983-11-18,-,-
8367,1983-11-19,-,-
8368,1983-11-20,-,-
8369,1983-11-21,-,-
8370,1983-11-22,-,-
8371,1983-11-23,-,-
8372,1983-11-24,-,-
8373,1983-11-25,-,-
8374,1983-11-26,-,-
8375,1983-11-27,-,-
8376,1983-11-28,-,-
8377,1983-11-29,-,-
8378,1983-11-30,-,-
8379,1983-12-01,-,-
8380,1983-12-02,-,-
8381,1983-12-03,-,-
8382,1983-12-04,-,-
8383,1983-12-05,-,-
8384,1983-12-06,-,-
8385,1983-12-07,-,-
8386,1983-12-08,-,-
8387,1983-12-09,-,-
8388,1983-12-10,-,-
8389,1983-12-11,-,-
8390,1983-12-12,-,-
8391,1983-12-13,-,-
8392,1983-12-14,-,-
8393,1983-12-15,-,-
8394,1983-12-16,-,-
8395,1983-12-17,-,-
8396,1983-12-18,-,-
8397,1983-12-19,-,-
8398,1983-12-20,-,-
8399,1983-12-21,-,-
8400,1983-12-22,-,-
8401,1983-12-23,-,-
8402,1983-12-24,-,-
8403,1983-12-25,-,-
8404,1983-12-26,-,-
8405,1983-12-27,-,-
8406,1983-12-28,-,-
8407,1983-12-29,-,-
8408,1983-12-30,-,-
8409,1983-12-31,-,-
8410,1984-01-01,-,-
8411,1984-01-02,-,-
8412,1984-01-03,-,-
8413,1984-01-04,-,-
8414,1984-01-05,-,-
8415,1984-01-06,-,-
8416,1984-01-07,-,-
8417,1984-01-08,-,-
8418,1984-01-09,-,-
8419,1984-01-10,-,-
8420,1984-01-11,-,-
8421,1984-01-12,-,-
8422,1984-01-13,-,-
8423,1984-01-14,-,-
8424,1984-01-15,-,-
8425,1984-01-16,-,-
8426,1984-01-17,-,-
8427,1984-01-18,-,-
8428,1984-01-19,-,-
8429,1984-01-20,-,-
8430,1984-01-21,-,-
8431,1984-01-22,-,-
8432,1984-01-23,-,-
8433,1984-01-24,-,-
8434,1984-01-25,-,-
8435,1984-01-26,-,-
8436,1984-01-27,-,-
8437,1984-01-28,-,-
8438,1984-01-29,-,-
8439,1984-01-30,-,-
8440,1984-01-31,-,-
8441,1984-02-01,-,-
8442,1984-02-02,-,-
8443,1984-02-03,-,-
8444,1984-02-04,-,-
8445,1984-02-05,-,-
8446,1984-02-06,-,-
8447,1984-02-07,-,-
8448,1984-02-08,-,-
8449,1984-02-09,-,-
8450,1984-02-10,-,-
8451,1984-02-11,-,-
8452,1984-02-12,-,-
8453,1984-02-13,-,-
8454,1984-02-14,-,-
8455,1984-02-15,-,-
8456,1984-02-16,-,-
8457,1984-02-17,-,-
8458,1984-02-18,-,-
8459,1984-02-19,-,-
8460,1984-02-20,-,-
8461,1984-02-21,-,-
8462,1984-02-22,-,-
8463,1984-02-23,-,-
8464,1984-02-24,-,-
8465,1984-02-25,-,-
8466,1984-02-26,-,-
8467,1984-02-27,-,-
8468,1984-02-28,-,-
8469,1984-02-29,-,-
8470,1984-03-01,-,-
8471,1984-03-02,-,-
8472,1984-03-03,-,-
8473,1984-03-04,-,-
8474,1984-03-05,-,-
8475,1984-03-06,-,-
8476,1984-03-07,-,-
8477,1984-03-08,-,-
8478,1984-03-09,-,-
8479,1984-03-10,-,-
8480,1984-03-11,-,-
8481,1984-03-12,-,-
8482,1984-03-13,-,-
8483,1984-03-14,-,-
8484,1984-03-15,-,-
8485,1984-03-16,-,-
8486,1984-03-17,-,-
8487,1984-03-18,-,-
8488,1984-03-19,-,-
8489,1984-03-20,-,-
8490,1984-03-21,-,-
8491,1984-03-22,-,-
8492,1984-03-23,-,-
8493,1984-03-24,-,-
8494,1984-03-25,-,-
8495,1984-03-26,-,-
8496,1984-03-27,-,-
8497,1984-03-28,-,-
8498,1984-03-29,-,-
8499,1984-03-30,-,-
8500,1984-03-31,-,-
8501,1984-04-01,-,-
8502,1984-04-02,-,-
8503,1984-04-03,-,-
8504,1984-04-04,-,-
8505,1984-04-05,-,-
8506,1984-04-06,-,-
8507,1984-04-07,-,-
8508,1984-04-08,-,-
8509,1984-04-09,-,-
8510,1984-04-10,-,-
8511,1984-04-11,-,-
8512,1984-04-12,-,-
8513,1984-04-13,-,-
8514,1984-04-14,-,-
8515,1984-04-15,-,-
8516,1984-04-16,-,-
8517,1984-04-17,-,-
8518,1984-04-18,-,-
8519,1984-04-19,-,-
8520,1984-04-20,-,-
8521,1984-04-21,-,-
8522,1984-04-22,-,-
8523,1984-04-23,-,-
8524,1984-04-24,-,-
8525,1984-04-25,-,-
8526,1984-04-26,-,-
8527,1984-04-27,-,-
8528,1984-04-28,-,-
8529,1984-04-29,-,-
8530,1984-04-30,-,-
8531,1984-05-01,-,-
8532,1984-05-02,-,-
8533,1984-05-03,-,-
8534,1984-05-04,-,-
8535,1984-05-05,-,-
8536,1984-05-06,-,-
8537,1984-05-07,-,-
8538,1984-05-08,-,-
8539,1984-05-09,-,-
8540,1984-05-10,-,-
8541,1984-05-11,-,-
8542,1984-05-12,-,-
8543,1984-05-13,-,-
8544,1984-05-14,-,-
8545,1984-05-15,-,-
8546,1984-05-16,-,-
8547,1984-05-17,-,-
8548,1984-05-18,-,-
8549,1984-05-19,-,-
8550,1984-05-20,-,-
8551,1984-05-21,-,-
8552,1984-05-22,-,-
8553,1984-05-23,-,-
8554,1984-05-24,-,-
8555,1984-05-25,-,-
8556,1984-05-26,-,-
8557,1984-05-27,-,-
8558,1984-05-28,-,-
8559,1984-05-29,-,-
8560,1984-05-30,-,-
8561,1984-05-31,-,-
8562,1984-06-01,-,-
8563,1984-06-02,-,-
8564,1984-06-03,-,-
8565,1984-06-04,-,-
8566,1984-06-05,-,-
8567,1984-06-06,-,-
8568,1984-06-07,-,-
8569,1984-06-08,-,-
8570,1984-06-09,-,-
8571,1984-06-10,-,-
8572,1984-06-11,-,-
8573,1984-06-12,-,-
8574,1984-06-13,-,-
8575,1984-06-14,-,-
8576,1984-06-15,-,-
8577,1984-06-16,-,-
8578,1984-06-17,-,-
8579,1984-06-18,-,-
8580,1984-06-19,-,-
8581,1984-06-20,-,-
8582,1984-06-21,-,-
8583,1984-06-22,-,-
8584,1984-06-23,-,-
8585,1984-06-24,-,-
8586,1984-06-25,-,-
8587,1984-06-26,-,-
8588,1984-06-27,-,-
8589,1984-06-28,-,-
8590,1984-06-29,-,-
8591,1984-06-30,-,-
8592,1984-07-01,-,-
8593,1984-07-02,-,-
8594,1984-07-03,-,-
8595,1984-07-04,-,-
8596,1984-07-05,-,-
8597,1984-07-06,-,-
8598,1984-07-07,-,-
8599,1984-07-08,-,-
8600,1984-07-09,-,-
8601,1984-07-10,-,-
8602,1984-07-11,-,-
8603,1984-07-12,-,-
8604,1984-07-13,-,-
8605,1984-07-14,-,-
8606,1984-07-15,-,-
8607,1984-07-16,-,-
8608,1984-07-17,-,-
8609,1984-07-18,-,-
8610,1984-07-19,-,-
8611,1984-07-20,-,-
8612,1984-07-21,-,-
8613,1984-07-22,-,-
8614,1984-07-23,-,-
8615,1984-07-24,-,-
8616,1984-07-25,-,-
8617,1984-07-26,-,-
8618,1984-07-27,-,-
8619,1984-07-28,-,-
8620,1984-07-29,-,-
8621,1984-07-30,-,-
8622,1984-07-31,-,-
8623,1984-08-01,-,-
8624,1984-08-02,-,-
8625,1984-08-03,-,-
8626,1984-08-04,-,-
8627,1984-08-05,-,-
8628,1984-08-06,-,-
8629,1984-08-07,-,-
8630,1984-08-08,-,-
8631,1984-08-09,-,-
8632,1984-08-10,-,-
8633,1984-08-11,-,-
8634,1984-08-12,-,-
8635,1984-08-13,-,-
8636,1984-08-14,-,-
8637,1984-08-15,-,-
8638,1984-08-16,-,-
8639,1984-08-17,-,-
8640,1984-08-18,-,-
8641,1984-08-19,-,-
8642,1984-08-20,-,-
8643,1984-08-21,-,-
8644,1984-08-22,-,-
8645,1984-08-23,-,-
8646,1984-08-24,-,-
8647,1984-08-25,-,-
8648,1984-08-26,-,-
8649,1984-08-27,-,-
8650,1984-08-28,-,-
8651,1984-08-29,-,-
8652,1984-08-30,-,-
8653,1984-08-31,-,-
8654,1984-09-01,-,-
8655,1984-09-02,-,-
8656,1984-09-03,-,-
8657,1984-09-04,-,-
8658,1984-09-05,-,-
8659,1984-09-06,-,-
8660,1984-09-07,-,-
8661,1984-09-08,-,-
8662,1984-09-09,-,-
8663,1984-09-10,-,-
8664,1984-09-11,-,-
8665,1984-09-12,-,-
8666,1984-09-13,-,-
8667,1984-09-14,-,-
8668,1984-09-15,-,-
8669,1984-09-16,-,-
