,Data,Temperatura Mínima,Temperatura Máxima
2161,1966-11-22,-,"23,0"
2162,1966-11-23,-,"23,0"
2163,1966-11-24,-,"24,0"
2164,1966-11-25,-,"28,0"
2165,1966-11-26,-,"21,0"
2166,1966-11-27,-,"27,6"
2167,1966-11-28,-,"28,0"
2168,1966-11-29,-,"29,0"
2169,1966-11-30,-,"28,5"
2170,1966-12-01,-,"20,0"
2171,1966-12-02,-,"26,0"
2172,1966-12-03,-,"27,0"
2173,1966-12-04,-,"28,0"
2174,1966-12-05,-,"23,0"
2175,1966-12-06,-,"24,8"
2176,1966-12-07,-,"30,0"
2177,1966-12-08,-,"30,5"
2178,1966-12-09,-,"32,5"
2179,1966-12-10,-,"27,0"
2180,1966-12-11,-,"31,6"
2181,1966-12-12,-,"28,5"
2182,1966-12-13,-,"30,0"
2183,1966-12-14,-,"29,0"
2184,1966-12-15,-,"28,5"
2185,1966-12-16,-,"26,5"
2186,1966-12-17,-,"26,8"
2187,1966-12-18,-,"24,0"
2188,1966-12-19,-,"24,5"
2189,1966-12-20,-,"27,0"
2190,1966-12-21,-,"25,0"
2191,1966-12-22,-,"23,5"
2192,1966-12-23,-,"22,5"
2193,1966-12-24,-,"20,0"
2194,1966-12-25,-,"20,0"
2195,1966-12-26,-,"22,5"
2196,1966-12-27,-,"21,5"
2197,1966-12-28,-,"20,0"
2198,1966-12-29,-,"26,0"
2199,1966-12-30,-,"28,4"
2200,1966-12-31,-,"30,0"
2201,1967-01-01,-,"25,8"
2202,1967-01-02,-,"26,5"
2203,1967-01-03,-,"27,0"
2204,1967-01-04,-,"23,0"
2205,1967-01-05,-,"26,0"
2206,1967-01-06,"17,0","25,0"
2207,1967-01-07,"18,1","26,0"
2208,1967-01-08,"20,5","27,0"
2209,1967-01-09,"17,1","23,0"
2210,1967-01-10,"17,6","26,0"
2211,1967-01-11,"19,1","27,0"
2212,1967-01-12,"19,0","26,0"
2213,1967-01-13,"18,0","28,0"
2214,1967-01-14,"18,2","24,0"
2215,1967-01-15,"17,1","25,0"
2216,1967-01-16,"16,1","26,0"
2217,1967-01-17,"13,6","27,0"
2218,1967-01-18,"16,6","27,0"
2219,1967-01-19,"18,1","26,0"
2220,1967-01-20,"14,1","22,5"
2221,1967-01-21,"16,1","23,0"
2222,1967-01-22,"16,0","23,0"
2223,1967-01-23,"12,1","19,0"
2224,1967-01-24,"12,1","18,5"
2225,1967-01-25,"10,6","20,0"
2226,1967-01-26,"18,0","27,0"
2227,1967-01-27,"19,1","26,4"
2228,1967-01-28,"15,1","26,0"
2229,1967-01-29,"16,0","25,0"
2230,1967-01-30,"14,1","25,0"
2231,1967-01-31,"15,1","25,0"
2232,1967-02-01,"16,9","26,0"
2233,1967-02-02,"12,7","26,0"
2234,1967-02-03,"17,0","24,0"
2235,1967-02-04,"16,6","21,5"
2236,1967-02-05,"17,0","22,5"
2237,1967-02-06,"18,0","26,0"
2238,1967-02-07,"18,5","29,0"
2239,1967-02-08,"17,0","26,0"
2240,1967-02-09,"16,1","23,0"
2241,1967-02-10,"18,1","26,5"
2242,1967-02-11,"17,8","25,8"
2243,1967-02-12,"16,0","26,0"
2244,1967-02-13,"19,6","28,0"
2245,1967-02-14,"17,2","27,0"
2246,1967-02-15,"12,1","27,0"
2247,1967-02-16,"18,1","24,5"
2248,1967-02-17,"10,3","23,0"
2249,1967-02-18,"15,1","20,0"
2250,1967-02-19,"13,9","18,5"
2251,1967-02-20,"12,5","19,2"
2252,1967-02-21,"13,5","23,0"
2253,1967-02-22,"14,3","23,0"
2254,1967-02-23,"10,4","24,0"
2255,1967-02-24,-,"26,0"
2256,1967-02-25,-,"26,0"
2257,1967-02-26,-,"25,0"
2258,1967-02-27,-,"26,0"
2259,1967-02-28,-,"27,0"
2260,1967-03-01,-,"26,5"
2261,1967-03-02,-,"25,0"
2262,1967-03-03,-,"26,0"
2263,1967-03-04,-,"25,0"
2264,1967-03-05,-,"24,7"
2265,1967-03-06,-,"23,0"
2266,1967-03-07,-,"25,0"
2267,1967-03-08,-,"26,0"
2268,1967-03-09,-,"26,0"
2269,1967-03-10,-,"27,0"
2270,1967-03-11,-,"28,0"
2271,1967-03-12,-,"28,0"
2272,1967-03-13,-,"25,0"
2273,1967-03-14,-,"25,0"
2274,1967-03-15,-,"25,0"
2275,1967-03-16,-,"23,0"
2276,1967-03-17,-,"21,0"
2277,1967-03-18,-,"21,5"
2278,1967-03-19,-,"25,0"
2279,1967-03-20,-,"25,0"
2280,1967-03-21,-,"25,0"
2281,1967-03-22,-,"25,0"
2282,1967-03-23,-,"25,0"
2283,1967-03-24,-,"26,0"
2284,1967-03-25,-,"25,0"
2285,1967-03-26,-,"24,5"
2286,1967-03-27,-,"25,0"
2287,1967-03-28,-,"24,0"
2288,1967-03-29,-,"25,0"
2289,1967-03-30,-,"28,0"
2290,1967-03-31,-,"27,0"
2291,1967-04-01,-,"27,6"
2292,1967-04-02,-,"28,0"
2293,1967-04-03,-,"27,0"
2294,1967-04-04,-,"27,4"
2295,1967-04-05,-,"25,0"
2296,1967-04-06,-,"24,2"
2297,1967-04-07,-,"25,0"
2298,1967-04-08,-,"26,0"
2299,1967-04-09,-,"26,0"
2300,1967-04-10,-,"26,0"
2301,1967-04-11,-,"25,5"
2302,1967-04-12,-,"26,0"
2303,1967-04-13,-,"21,5"
2304,1967-04-14,-,"28,0"
2305,1967-04-15,-,"25,0"
2306,1967-04-16,-,"22,0"
2307,1967-04-17,"11,2","23,0"
2308,1967-04-18,"12,7","24,5"
2309,1967-04-19,"9,6","25,2"
2310,1967-04-20,"9,5","24,0"
2311,1967-04-21,"12,0","24,5"
2312,1967-04-22,"7,2","21,0"
2313,1967-04-23,"8,0","21,5"
2314,1967-04-24,"10,5","21,5"
2315,1967-04-25,"7,0","21,0"
2316,1967-04-26,"9,8","22,5"
2317,1967-04-27,"11,8","21,0"
2318,1967-04-28,"12,0","21,0"
2319,1967-04-29,"10,0","21,5"
2320,1967-04-30,"10,0","21,0"
2321,1967-05-01,"9,0","22,0"
2322,1967-05-02,"5,4","21,6"
2323,1967-05-03,"5,2","21,0"
2324,1967-05-04,"1,0","21,4"
2325,1967-05-05,"3,4","21,5"
2326,1967-05-06,"3,4","22,4"
2327,1967-05-07,"9,5","20,0"
2328,1967-05-08,"8,8","21,0"
2329,1967-05-09,"9,0","22,5"
2330,1967-05-10,"9,2","24,5"
2331,1967-05-11,"6,4","25,0"
2332,1967-05-12,"8,0","23,5"
2333,1967-05-13,"6,8","23,5"
2334,1967-05-14,"8,0","25,0"
2335,1967-05-15,"10,0","26,0"
2336,1967-05-16,"13,0","23,0"
2337,1967-05-17,"9,2","20,5"
2338,1967-05-18,"12,0","22,0"
2339,1967-05-19,"10,0","23,0"
2340,1967-05-20,"11,6","21,5"
2341,1967-05-21,"12,5","21,5"
2342,1967-05-22,"12,0","22,0"
2343,1967-05-23,"11,6","24,5"
2344,1967-05-24,"11,8","24,8"
2345,1967-05-25,"9,0","25,5"
2346,1967-05-26,"9,0","25,0"
2347,1967-05-27,"8,8","25,5"
2348,1967-05-28,"7,8","23,0"
2349,1967-05-29,"7,2","24,5"
2350,1967-05-30,"7,0","25,0"
2351,1967-05-31,"11,2","23,5"
2352,1967-06-01,"11,0","24,0"
2353,1967-06-02,"8,6","24,0"
2354,1967-06-03,"9,5","19,0"
2355,1967-06-04,"6,0","25,5"
2356,1967-06-05,"7,6","13,5"
2357,1967-06-06,"5,0","11,0"
2358,1967-06-07,"2,0","14,8"
2359,1967-06-08,"-4,0","9,0"
2360,1967-06-09,"-8,0","8,0"
2361,1967-06-10,"-2,0","14,0"
2362,1967-06-11,"0,0","17,0"
2363,1967-06-12,"4,0","18,0"
2364,1967-06-13,"2,5","12,0"
2365,1967-06-14,"4,0","16,5"
2366,1967-06-15,"7,0","22,5"
2367,1967-06-16,"10,0","22,0"
2368,1967-06-17,"7,8","20,5"
2369,1967-06-18,"5,5","23,0"
2370,1967-06-19,"6,8","22,5"
2371,1967-06-20,"6,0","23,8"
2372,1967-06-21,"10,0","24,0"
2373,1967-06-22,"7,4","21,6"
2374,1967-06-23,"5,4","22,5"
2375,1967-06-24,"8,0","22,5"
2376,1967-06-25,"3,0","23,0"
2377,1967-06-26,"9,0","21,6"
2378,1967-06-27,"8,0","21,5"
2379,1967-06-28,"10,8","20,0"
2380,1967-06-29,"8,2","21,5"
2381,1967-06-30,"10,0","18,0"
2382,1967-07-01,"1,4","12,0"
2383,1967-07-02,"0,0","21,2"
2384,1967-07-03,"5,0","21,5"
2385,1967-07-04,"2,0","23,5"
2386,1967-07-05,"8,0","22,5"
2387,1967-07-06,"8,0","24,0"
2388,1967-07-07,"9,0","21,5"
2389,1967-07-08,"9,0","22,0"
2390,1967-07-09,"7,8","22,0"
2391,1967-07-10,"9,0","14,5"
2392,1967-07-11,"3,0","12,5"
2393,1967-07-12,"2,0","11,5"
2394,1967-07-13,"9,0","15,0"
2395,1967-07-14,"8,5","18,5"
2396,1967-07-15,"6,0","16,5"
2397,1967-07-16,"6,0","16,5"
2398,1967-07-17,"7,8","19,0"
2399,1967-07-18,"9,0","18,0"
2400,1967-07-19,"10,0","22,5"
2401,1967-07-20,"10,0","22,5"
2402,1967-07-21,"7,0","18,0"
2403,1967-07-22,"5,0","14,5"
2404,1967-07-23,"1,4","12,0"
2405,1967-07-24,"3,0","18,5"
2406,1967-07-25,"8,0","24,5"
2407,1967-07-26,"10,5","26,0"
2408,1967-07-27,"11,0","25,5"
2409,1967-07-28,"8,0","25,6"
2410,1967-07-29,"7,0","25,0"
2411,1967-07-30,"9,0","26,0"
2412,1967-07-31,"6,0","25,0"
2413,1967-08-01,"5,8","25,0"
2414,1967-08-02,"4,8","25,0"
2415,1967-08-03,"9,0","23,0"
2416,1967-08-04,"4,0","18,0"
2417,1967-08-05,"4,8","15,0"
2418,1967-08-06,"6,0","14,0"
2419,1967-08-07,"9,0","22,0"
2420,1967-08-08,"9,2","23,5"
2421,1967-08-09,"7,0","24,5"
2422,1967-08-10,"8,0","24,0"
2423,1967-08-11,"9,0","21,0"
2424,1967-08-12,"9,0","16,6"
2425,1967-08-13,"10,0","18,0"
2426,1967-08-14,"7,4","16,8"
2427,1967-08-15,-,"24,0"
2428,1967-08-16,-,"25,5"
2429,1967-08-17,-,"27,0"
2430,1967-08-18,-,"26,0"
2431,1967-08-19,-,"26,0"
2432,1967-08-20,-,"26,0"
2433,1967-08-21,-,"21,6"
2434,1967-08-22,-,"21,5"
2435,1967-08-23,-,"19,5"
2436,1967-08-24,-,"24,5"
2437,1967-08-25,-,"22,5"
2438,1967-08-26,"9,4","23,5"
2439,1967-08-27,"10,0","24,2"
2440,1967-08-28,"10,6","20,0"
2441,1967-08-29,-,"24,0"
2442,1967-08-30,-,"26,8"
2443,1967-08-31,-,"28,0"
2444,1967-09-01,-,"25,5"
2445,1967-09-02,-,"24,5"
2446,1967-09-03,-,"19,5"
2447,1967-09-04,-,"19,0"
2448,1967-09-05,-,"27,0"
2449,1967-09-06,-,"26,5"
2450,1967-09-07,-,"27,0"
2451,1967-09-08,-,"21,5"
2452,1967-09-09,-,"21,5"
2453,1967-09-10,-,"20,5"
2454,1967-09-11,-,"17,0"
2455,1967-09-12,-,"22,5"
2456,1967-09-13,-,"18,0"
2457,1967-09-14,-,"20,0"
2458,1967-09-15,-,"23,0"
2459,1967-09-16,-,"25,5"
2460,1967-09-17,-,"28,5"
2461,1967-09-18,-,"27,5"
2462,1967-09-19,-,"27,0"
2463,1967-09-20,-,"24,0"
2464,1967-09-21,-,"18,0"
2465,1967-09-22,-,"17,0"
2466,1967-09-23,-,"22,0"
2467,1967-09-24,-,"21,5"
2468,1967-09-25,-,"21,0"
2469,1967-09-26,-,"21,5"
2470,1967-09-27,-,"23,5"
2471,1967-09-28,-,"24,5"
2472,1967-09-29,-,"23,5"
2473,1967-09-30,-,"22,5"
2474,1967-10-01,-,"24,8"
2475,1967-10-02,-,"28,0"
2476,1967-10-03,"20,0","28,0"
2477,1967-10-04,"19,5","28,5"
2478,1967-10-05,"16,0","25,5"
2479,1967-10-06,"14,0","24,5"
2480,1967-10-07,"13,0","30,0"
2481,1967-10-08,"14,8","26,0"
2482,1967-10-09,"14,0","29,5"
2483,1967-10-10,"16,0","30,0"
2484,1967-10-11,"16,0","26,5"
2485,1967-10-12,"16,0","25,0"
2486,1967-10-13,"15,0","27,5"
2487,1967-10-14,"19,0","30,0"
2488,1967-10-15,"15,0","27,5"
2489,1967-10-16,"12,0","24,0"
2490,1967-10-17,"18,0","29,5"
2491,1967-10-18,"19,0","30,4"
2492,1967-10-19,"15,0","24,0"
2493,1967-10-20,"14,0","21,5"
2494,1967-10-21,"13,0","19,8"
2495,1967-10-22,"12,4","21,0"
2496,1967-10-23,"12,8","22,5"
2497,1967-10-24,"14,5","25,0"
2498,1967-10-25,"13,0","22,5"
2499,1967-10-26,"12,0","22,0"
2500,1967-10-27,"14,2","25,0"
2501,1967-10-28,"15,0","28,0"
2502,1967-10-29,"15,0","25,0"
2503,1967-10-30,"13,0","25,0"
2504,1967-10-31,"13,0","24,0"
2505,1967-11-01,"13,0","25,0"
2506,1967-11-02,"15,0","24,0"
2507,1967-11-03,"13,8","24,5"
2508,1967-11-04,"12,0","19,5"
2509,1967-11-05,"10,5","25,0"
2510,1967-11-06,"9,0","20,5"
2511,1967-11-07,"10,5","27,0"
2512,1967-11-08,"13,0","28,5"
2513,1967-11-09,"13,0","30,0"
2514,1967-11-10,"16,0","29,5"
2515,1967-11-11,"16,0","29,5"
2516,1967-11-12,"16,0","30,0"
2517,1967-11-13,"17,0","28,0"
2518,1967-11-14,"18,0","22,5"
2519,1967-11-15,"18,0","26,0"
2520,1967-11-16,"14,0","21,0"
2521,1967-11-17,"13,0","19,0"
2522,1967-11-18,"12,0","18,5"
2523,1967-11-19,"13,8","30,0"
2524,1967-11-20,"11,0","25,5"
2525,1967-11-21,"13,0","26,0"
2526,1967-11-22,"15,0","30,0"
2527,1967-11-23,"15,0","21,0"
2528,1967-11-24,"16,0","28,0"
2529,1967-11-25,"16,0","26,4"
2530,1967-11-26,"15,0","21,5"
2531,1967-11-27,"11,0","20,0"
2532,1967-11-28,"9,0","19,0"
2533,1967-11-29,"10,0","21,0"
2534,1967-11-30,"13,0","23,0"
2535,1967-12-01,"16,0","28,0"
2536,1967-12-02,"15,0","30,0"
2537,1967-12-03,"15,0","27,5"
2538,1967-12-04,"15,4","25,0"
2539,1967-12-05,"12,6","21,0"
2540,1967-12-06,"9,0","25,0"
2541,1967-12-07,"14,0","25,0"
2542,1967-12-08,"17,0","25,0"
2543,1967-12-09,"14,0","21,0"
2544,1967-12-10,"11,0","21,0"
2545,1967-12-11,"11,0","21,0"
2546,1967-12-12,"12,0","19,5"
2547,1967-12-13,"12,6","24,5"
2548,1967-12-14,"10,6","26,6"
2549,1967-12-15,"12,0","28,0"
2550,1967-12-16,"12,4","25,5"
2551,1967-12-17,"16,0","27,5"
2552,1967-12-18,"15,0","26,5"
2553,1967-12-19,"13,0","28,5"
2554,1967-12-20,"18,0","26,0"
2555,1967-12-21,"16,0","28,0"
2556,1967-12-22,"15,0","29,0"
2557,1967-12-23,"14,0","27,5"
2558,1967-12-24,"12,5","27,0"
2559,1967-12-25,"12,0","30,0"
2560,1967-12-26,"15,0","25,0"
2561,1967-12-27,"13,0","26,5"
2562,1967-12-28,"11,0","26,0"
2563,1967-12-29,"13,4","21,0"
2564,1967-12-30,"14,5","25,0"
2565,1967-12-31,"15,0","26,5"
2566,1968-01-01,"16,0","25,0"
2567,1968-01-02,"16,6","24,0"
2568,1968-01-03,"15,0","24,5"
2569,1968-01-04,"11,0","27,0"
2570,1968-01-05,"12,6","26,5"
2571,1968-01-06,"13,5","27,5"
2572,1968-01-07,"14,0","25,5"
2573,1968-01-08,"13,5","28,5"
2574,1968-01-09,"14,0","30,0"
2575,1968-01-10,"15,0","28,0"
2576,1968-01-11,"14,8","30,0"
2577,1968-01-12,"13,8","28,5"
2578,1968-01-13,"14,8","30,0"
2579,1968-01-14,"16,0","25,0"
2580,1968-01-15,"15,0","28,0"
2581,1968-01-16,"16,0","22,0"
2582,1968-01-17,"11,0","19,0"
2583,1968-01-18,"16,0","21,0"
2584,1968-01-19,"16,0","22,0"
2585,1968-01-20,"17,1","29,0"
2586,1968-01-21,"16,0","25,0"
2587,1968-01-22,"15,0","22,0"
2588,1968-01-23,"14,5","20,0"
2589,1968-01-24,"15,0","22,0"
2590,1968-01-25,"15,0","26,0"
2591,1968-01-26,"15,0","28,0"
2592,1968-01-27,"17,0","30,0"
2593,1968-01-28,"19,0","39,0"
2594,1968-01-29,"15,0","30,0"
2595,1968-01-30,"17,0","28,0"
2596,1968-01-31,"12,0","20,5"
2597,1968-02-01,"8,0","20,0"
2598,1968-02-02,"10,0","22,5"
2599,1968-02-03,"13,0","23,0"
2600,1968-02-04,"12,0","25,0"
2601,1968-02-05,"14,0","28,0"
2602,1968-02-06,"14,5","28,5"
2603,1968-02-07,"15,0","28,0"
2604,1968-02-08,"15,5","30,0"
2605,1968-02-09,"15,0","30,0"
2606,1968-02-10,"16,0","29,5"
2607,1968-02-11,"16,5","30,0"
2608,1968-02-12,"15,0","30,0"
2609,1968-02-13,"17,0","25,0"
2610,1968-02-14,"15,0","23,5"
2611,1968-02-15,"13,5","28,0"
2612,1968-02-16,"15,4","28,5"
2613,1968-02-17,"18,0","30,0"
2614,1968-02-18,"15,0","25,0"
2615,1968-02-19,"11,5","29,0"
2616,1968-02-20,"13,0","26,0"
2617,1968-02-21,"13,0","26,5"
2618,1968-02-22,"13,0","26,5"
2619,1968-02-23,"14,0","25,0"
2620,1968-02-24,"13,1","27,0"
2621,1968-02-25,"14,0","27,5"
2622,1968-02-26,"13,0","26,0"
2623,1968-02-27,"10,0","27,0"
2624,1968-02-28,"12,8","30,0"
2625,1968-02-29,"13,0","30,5"
2626,1968-03-01,"15,0","30,0"
2627,1968-03-02,"13,5","30,2"
2628,1968-03-03,"14,2","30,0"
2629,1968-03-04,"14,5","28,5"
2630,1968-03-05,"15,5","25,5"
2631,1968-03-06,"16,5","24,2"
2632,1968-03-07,"17,0","23,5"
2633,1968-03-08,"15,0","25,2"
2634,1968-03-09,"16,0","27,5"
2635,1968-03-10,"15,2","28,5"
2636,1968-03-11,"15,5","22,0"
2637,1968-03-12,"15,5","23,5"
2638,1968-03-13,"18,2","27,5"
2639,1968-03-14,"16,0","27,0"
2640,1968-03-15,"17,0","25,0"
2641,1968-03-16,"15,0","23,5"
2642,1968-03-17,"12,0","23,5"
2643,1968-03-18,"10,5","21,0"
2644,1968-03-19,"11,0","25,0"
2645,1968-03-20,"13,0","26,5"
2646,1968-03-21,"16,2","21,0"
2647,1968-03-22,"13,0","24,0"
2648,1968-03-23,"16,0","23,5"
2649,1968-03-24,"16,0","28,5"
2650,1968-03-25,"15,2","26,5"
2651,1968-03-26,"14,5","25,5"
2652,1968-03-27,"14,0","26,5"
2653,1968-03-28,"16,0","24,5"
2654,1968-03-29,"13,5","25,2"
2655,1968-03-30,"15,5","26,5"
2656,1968-03-31,"14,2","25,2"
2657,1968-04-01,"14,2","19,0"
2658,1968-04-02,"11,0","17,5"
2659,1968-04-03,"9,2","22,0"
2660,1968-04-04,"8,0","21,0"
2661,1968-04-05,"4,0","19,0"
2662,1968-04-06,"0,0","18,4"
2663,1968-04-07,"1,0","22,0"
2664,1968-04-08,"4,5","24,5"
2665,1968-04-09,"6,2","24,0"
2666,1968-04-10,"7,0","25,0"
2667,1968-04-11,"12,0","26,5"
2668,1968-04-12,"8,5","25,0"
2669,1968-04-13,"13,0","24,5"
2670,1968-04-14,"5,0","24,2"
2671,1968-04-15,"6,5","25,0"
2672,1968-04-16,"9,5","23,5"
2673,1968-04-17,"10,2","24,0"
2674,1968-04-18,"11,4","24,5"
2675,1968-04-19,"14,0","18,5"
2676,1968-04-20,"7,0","18,5"
2677,1968-04-21,"4,5","18,0"
2678,1968-04-22,"6,3","19,0"
2679,1968-04-23,"4,5","20,0"
2680,1968-04-24,"5,0","17,5"
2681,1968-04-25,"4,5","17,0"
2682,1968-04-26,"7,0","21,5"
2683,1968-04-27,"9,5","21,5"
2684,1968-04-28,"7,0","22,5"
2685,1968-04-29,"6,2","15,4"
2686,1968-04-30,"3,5","14,2"
2687,1968-05-01,-,-
2688,1968-05-02,-,-
2689,1968-05-03,-,-
2690,1968-05-04,-,-
2691,1968-05-05,-,-
2692,1968-05-06,-,-
2693,1968-05-07,-,-
2694,1968-05-08,-,-
2695,1968-05-09,-,-
2696,1968-05-10,-,-
2697,1968-05-11,-,-
2698,1968-05-12,-,-
2699,1968-05-13,-,-
2700,1968-05-14,-,-
2701,1968-05-15,-,-
2702,1968-05-16,-,-
2703,1968-05-17,-,-
2704,1968-05-18,-,-
2705,1968-05-19,-,-
2706,1968-05-20,-,-
2707,1968-05-21,-,-
2708,1968-05-22,-,-
2709,1968-05-23,-,-
2710,1968-05-24,-,-
2711,1968-05-25,-,-
2712,1968-05-26,-,-
2713,1968-05-27,-,-
2714,1968-05-28,-,-
2715,1968-05-29,-,-
2716,1968-05-30,-,-
2717,1968-05-31,-,-
2718,1968-06-01,-,-
2719,1968-06-02,-,-
2720,1968-06-03,-,-
2721,1968-06-04,-,-
2722,1968-06-05,-,-
2723,1968-06-06,-,-
2724,1968-06-07,-,-
2725,1968-06-08,-,-
2726,1968-06-09,-,-
2727,1968-06-10,-,-
2728,1968-06-11,-,-
2729,1968-06-12,-,-
2730,1968-06-13,-,-
2731,1968-06-14,-,-
2732,1968-06-15,-,-
2733,1968-06-16,-,-
2734,1968-06-17,-,-
2735,1968-06-18,-,-
2736,1968-06-19,-,-
2737,1968-06-20,-,-
2738,1968-06-21,-,-
2739,1968-06-22,-,-
2740,1968-06-23,-,-
2741,1968-06-24,-,-
2742,1968-06-25,-,-
2743,1968-06-26,-,-
2744,1968-06-27,-,-
2745,1968-06-28,-,-
2746,1968-06-29,-,-
2747,1968-06-30,-,-
2748,1968-07-01,-,"20,0"
2749,1968-07-02,-,"20,0"
2750,1968-07-03,-,"20,5"
2751,1968-07-04,-,"20,0"
2752,1968-07-05,-,"21,5"
2753,1968-07-06,-,"15,0"
2754,1968-07-07,-,"14,3"
2755,1968-07-08,-,"19,5"
2756,1968-07-09,-,"20,0"
2757,1968-07-10,-,"16,5"
2758,1968-07-11,-,"13,5"
2759,1968-07-12,-,"18,0"
2760,1968-07-13,-,"20,0"
2761,1968-07-14,-,"19,5"
2762,1968-07-15,-,"19,5"
2763,1968-07-16,-,"20,5"
2764,1968-07-17,-,"22,5"
2765,1968-07-18,-,"21,0"
2766,1968-07-19,-,"21,5"
2767,1968-07-20,-,"17,0"
2768,1968-07-21,-,"20,0"
2769,1968-07-22,-,"18,0"
2770,1968-07-23,-,"20,0"
2771,1968-07-24,-,"21,5"
2772,1968-07-25,-,"22,0"
2773,1968-07-26,-,"16,5"
2774,1968-07-27,-,"17,0"
2775,1968-07-28,-,"18,0"
2776,1968-07-29,-,"21,0"
2777,1968-07-30,-,"21,5"
2778,1968-07-31,-,"22,0"
2779,1968-08-01,-,"20,0"
2780,1968-08-02,-,"23,0"
2781,1968-08-03,-,"23,0"
2782,1968-08-04,-,"16,0"
2783,1968-08-05,-,"15,5"
2784,1968-08-06,-,"20,0"
2785,1968-08-07,-,"15,0"
2786,1968-08-08,-,"19,0"
2787,1968-08-09,-,"18,0"
2788,1968-08-10,-,"19,0"
2789,1968-08-11,-,"18,5"
2790,1968-08-12,-,"19,0"
2791,1968-08-13,-,"20,0"
2792,1968-08-14,-,"20,0"
2793,1968-08-15,-,"19,0"
2794,1968-08-16,-,"19,3"
2795,1968-08-17,-,"16,5"
2796,1968-08-18,-,-
2797,1968-08-19,-,"22,5"
2798,1968-08-20,-,"22,0"
2799,1968-08-21,-,"22,5"
2800,1968-08-22,-,"18,5"
2801,1968-08-23,-,"17,5"
2802,1968-08-24,-,"18,5"
2803,1968-08-25,-,"20,0"
2804,1968-08-26,-,"21,0"
2805,1968-08-27,-,"22,0"
2806,1968-08-28,-,"25,0"
2807,1968-08-29,-,"23,2"
2808,1968-08-30,-,"23,5"
2809,1968-08-31,-,"20,0"
2810,1968-09-01,-,-
2811,1968-09-02,-,-
2812,1968-09-03,-,-
2813,1968-09-04,-,-
2814,1968-09-05,-,-
2815,1968-09-06,-,-
2816,1968-09-07,-,-
2817,1968-09-08,-,-
2818,1968-09-09,-,-
2819,1968-09-10,-,-
2820,1968-09-11,-,-
2821,1968-09-12,-,-
2822,1968-09-13,-,-
2823,1968-09-14,-,-
2824,1968-09-15,-,-
2825,1968-09-16,-,-
2826,1968-09-17,-,-
2827,1968-09-18,-,-
2828,1968-09-19,-,-
2829,1968-09-20,-,-
2830,1968-09-21,-,-
2831,1968-09-22,-,-
2832,1968-09-23,-,-
2833,1968-09-24,-,-
2834,1968-09-25,-,-
2835,1968-09-26,-,-
2836,1968-09-27,-,-
2837,1968-09-28,-,-
2838,1968-09-29,-,-
2839,1968-09-30,-,-
2840,1968-10-01,-,"25,0"
2841,1968-10-02,-,"27,5"
2842,1968-10-03,-,"28,0"
2843,1968-10-04,-,"29,0"
2844,1968-10-05,-,"29,5"
2845,1968-10-06,-,"30,5"
2846,1968-10-07,-,"30,0"
2847,1968-10-08,-,"28,0"
2848,1968-10-09,-,"19,5"
2849,1968-10-10,-,"14,5"
2850,1968-10-11,-,"21,0"
2851,1968-10-12,-,"20,5"
2852,1968-10-13,-,"19,5"
2853,1968-10-14,-,"19,0"
2854,1968-10-15,-,"22,5"
2855,1968-10-16,-,"15,0"
2856,1968-10-17,-,"21,5"
2857,1968-10-18,-,"19,0"
2858,1968-10-19,-,"20,0"
2859,1968-10-20,-,"23,0"
2860,1968-10-21,-,"19,0"
2861,1968-10-22,-,"20,5"
2862,1968-10-23,-,"17,0"
2863,1968-10-24,-,"22,0"
2864,1968-10-25,-,"26,0"
2865,1968-10-26,-,"28,5"
2866,1968-10-27,-,"28,5"
2867,1968-10-28,-,"26,0"
2868,1968-10-29,-,"25,0"
2869,1968-10-30,-,"24,0"
2870,1968-10-31,-,"27,5"
2871,1968-11-01,-,"29,0"
2872,1968-11-02,-,"33,2"
2873,1968-11-03,-,"32,0"
2874,1968-11-04,-,"32,5"
2875,1968-11-05,-,"30,5"
2876,1968-11-06,-,"32,0"
2877,1968-11-07,-,"18,5"
2878,1968-11-08,-,-
2879,1968-11-09,-,-
2880,1968-11-10,-,-
2881,1968-11-11,-,"20,0"
2882,1968-11-12,-,-
2883,1968-11-13,-,-
2884,1968-11-14,-,-
2885,1968-11-15,-,-
2886,1968-11-16,-,"30,0"
2887,1968-11-17,-,"27,0"
2888,1968-11-18,-,"26,5"
2889,1968-11-19,-,"26,0"
2890,1968-11-20,-,"26,8"
2891,1968-11-21,-,"28,4"
2892,1968-11-22,-,"28,2"
2893,1968-11-23,-,"31,0"
2894,1968-11-24,-,"30,6"
2895,1968-11-25,-,"29,0"
2896,1968-11-26,-,"19,5"
2897,1968-11-27,-,"22,5"
2898,1968-11-28,-,"24,0"
2899,1968-11-29,-,"25,5"
2900,1968-11-30,-,"25,0"
2901,1968-12-01,-,"22,4"
2902,1968-12-02,-,"21,6"
2903,1968-12-03,-,"24,5"
2904,1968-12-04,-,"29,0"
2905,1968-12-05,-,"29,1"
2906,1968-12-06,-,"30,0"
2907,1968-12-07,-,"24,5"
2908,1968-12-08,-,"30,0"
2909,1968-12-09,-,"25,0"
2910,1968-12-10,-,"25,5"
2911,1968-12-11,-,"27,5"
2912,1968-12-12,-,"29,5"
2913,1968-12-13,-,"31,0"
2914,1968-12-14,-,"31,5"
2915,1968-12-15,-,"30,4"
