Nome: GUARAPUAVA
Codigo Estacao: 83834
Latitude: -25.4
Longitude: -51.46999999
Altitude: 1.13
Situacao: Desativada
Data Inicial: 1912-01-01
Data Final: 1988-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);
1963-07-20;24;10.4;
1963-07-21;23.8;14.4;
1963-07-22;18.8;4;
1963-07-23;14.8;-2.4;
1963-07-24;16.2;2;
1963-07-25;21;3.2;
1963-07-26;23.6;9.6;
1963-07-27;20.8;8.4;
1963-07-28;22.2;9.2;
1963-07-29;23.6;10;
1963-07-30;23;11.4;
1963-07-31;24;12.2;
1963-08-01;24.2;10.6;
1963-08-02;24.6;11.4;
1963-08-03;24;10.6;
1963-08-04;21;5.4;
1963-08-05;7;1.2;
1963-08-06;12;-6.2;
1963-08-07;16;.4;
1963-08-08;23;6;
1963-08-09;24;14.2;
1963-08-10;25.4;15.4;
1963-08-11;null;14.8;
1963-08-12;16.2;8.6;
1963-08-13;18;5.4;
1963-08-14;25;10.2;
1963-08-15;18.8;11.2;
1963-08-16;15;9.7;
1963-08-17;12;6.2;
1963-08-18;18.8;7.8;
1963-08-19;19;10.2;
1963-08-20;25.4;15;
1963-08-21;26.8;18.2;
1963-08-22;27;15.6;
1963-08-23;26.6;7.6;
1963-08-24;26;10;
1963-08-25;22.4;14.4;
1963-08-26;25;12.4;
1963-08-27;25.6;13.4;
1963-08-28;28;10.4;
1963-08-29;29.4;17;
1963-08-30;29.2;15.2;
1963-08-31;29;16.8;
1963-09-01;30;18.2;
1963-09-02;29.6;15.4;
1963-09-03;29;18.2;
1963-09-04;27.8;19.2;
1963-09-05;27.6;17.2;
1963-09-06;28.2;14.2;
1963-09-07;26.8;15.2;
1963-09-08;26;16.6;
1963-09-09;23.4;14.4;
1963-09-10;26.8;13.2;
1963-09-11;27;13.8;
1963-09-12;22;14;
1963-09-13;24.2;12;
1963-09-14;27.6;11.4;
1963-09-15;24.8;13.6;
1963-09-16;24.4;10.4;
1963-09-17;26.6;10.2;
1963-09-18;28.4;10.4;
1963-09-19;28.6;11.8;
1963-09-20;29;12.8;
1963-09-21;23;13.2;
1963-09-22;22.6;13.2;
1963-09-23;17.6;13.8;
1963-09-24;28;13.6;
1963-09-25;29;16;
1963-09-26;27.6;17.6;
1963-09-27;23;15.4;
1963-09-28;23;15;
1963-09-29;22;13.6;
1963-09-30;16.8;11.4;
1963-10-01;12.2;8.2;
1963-10-02;14.8;7.6;
1963-10-03;19.8;10.4;
1963-10-04;26.6;12.2;
1963-10-05;23;13.2;
1963-10-06;20.8;13.2;
1963-10-07;22.8;12.6;
1963-10-08;28;10;
1963-10-09;31;17;
1963-10-10;27;16;
1963-10-11;31;15;
1963-10-12;30;17.4;
1963-10-13;30;14.5;
1963-10-14;31;19.4;
1963-10-15;24.6;15.6;
1963-10-16;26.6;14.8;
1963-10-17;26.8;15.8;
1963-10-18;20;15;
1963-10-19;24;15.8;
1963-10-20;20.4;12;
1963-10-21;26.8;13.4;
1963-10-22;16.4;12.8;
1963-10-23;18.6;11.2;
1963-10-24;22.8;11.2;
1963-10-25;23.8;12.6;
1963-10-26;23.4;14.6;
1963-10-27;18.8;14.8;
1963-10-28;24.2;13.2;
1963-10-29;26.4;12;
1963-10-30;28;14.2;
1963-10-31;30;15;
1963-11-01;24;14;
1963-11-02;24.6;13.8;
1963-11-03;25;13.6;
1963-11-04;28;14;
1963-11-05;23.6;15;
1963-11-06;21.4;15;
1963-11-07;26;16.6;
1963-11-08;20.8;16.6;
1963-11-09;23;16.2;
1963-11-10;19;12.4;
1963-11-11;24.2;7.4;
1963-11-12;28;12.2;
1963-11-13;27;15;
1963-11-14;26;14.4;
1963-11-15;18.6;13.4;
1963-11-16;23.2;10.8;
1963-11-17;24;13;
1963-11-18;21;15.2;
1963-11-19;25;16.6;
1963-11-20;22;14;
1963-11-21;22.6;10.6;
1963-11-22;21;11.6;
1963-11-23;28.2;12.8;
1963-11-24;30.6;17;
1963-11-25;30.6;19.8;
1963-11-26;31.6;20.4;
1963-11-27;31;18.8;
1963-11-28;29.6;16.8;
1963-11-29;30;18;
1963-11-30;30;18.2;
1963-12-01;31;18.4;
1963-12-02;26.8;14.4;
1963-12-03;28;13.8;
1963-12-04;27.6;17.2;
1963-12-05;26.4;17.8;
1963-12-06;25.6;16.8;
1963-12-07;27.4;17;
1963-12-08;25.8;18.2;
1963-12-09;26.2;16.6;
1963-12-10;24.6;17;
1963-12-11;26.8;16.2;
1963-12-12;28.6;17.4;
1963-12-13;24;17.2;
1963-12-14;24.8;15.8;
1963-12-15;27;14.8;
1963-12-16;25;12.8;
1963-12-17;27;13;
1963-12-18;25.6;15.8;
1963-12-19;19;14.8;
1963-12-20;20;10.6;
1963-12-21;22.8;11.2;
1963-12-22;21;10.4;
1963-12-23;22;10.8;
1963-12-24;22;10.4;
1963-12-25;23.2;10.6;
1963-12-26;26.8;11;
1963-12-27;27;12.4;
1963-12-28;26.4;13.6;
1963-12-29;24.8;14;
1963-12-30;27.4;14;
1963-12-31;25.4;16.4;
1964-01-01;24;16.2;
1964-01-02;28;15.2;
1964-01-03;28;16.8;
1964-01-04;29;16.4;
1964-01-05;28;15.6;
1964-01-06;30;17.4;
1964-01-07;28;18.2;
1964-01-08;27.6;16.2;
1964-01-09;29.2;16.4;
1964-01-10;29;15.6;
1964-01-11;24.8;14.6;
1964-01-12;28;15;
1964-01-13;27.8;16.6;
1964-01-14;24.8;15;
1964-01-15;25;15;
1964-01-16;28;15.2;
1964-01-17;26.4;14.2;
1964-01-18;24;14.2;
1964-01-19;24.8;13.4;
1964-01-20;24.8;13.8;
1964-01-21;27.6;14.2;
1964-01-22;26.6;14.6;
1964-01-23;27.2;15;
1964-01-24;27;18;
1964-01-25;29.6;15;
1964-01-26;28;16;
1964-01-27;24.6;16.8;
1964-01-28;26.4;15.8;
1964-01-29;27;16.4;
1964-01-30;31;16.6;
1964-01-31;30;18.2;
1964-02-01;30.6;19.2;
1964-02-02;28.2;17.6;
1964-02-03;25.2;18;
1964-02-04;24;15;
1964-02-05;25.4;15.4;
1964-02-06;28.8;17.2;
1964-02-07;30.6;20.2;
1964-02-08;29;18.8;
1964-02-09;27.6;18.2;
1964-02-10;25.4;18.4;
1964-02-11;25;17.2;
1964-02-12;27.6;18.4;
1964-02-13;26;18.8;
1964-02-14;26;18.2;
1964-02-15;23;17;
1964-02-16;23.6;18.6;
1964-02-17;28;19;
1964-02-18;21;18.2;
1964-02-19;24.6;16.8;
1964-02-20;23.6;15.4;
1964-02-21;24;13;
1964-02-22;23.8;10.6;
1964-02-23;24.4;11.4;
1964-02-24;24.6;10.2;
1964-02-25;24;12.6;
1964-02-26;27;13.6;
1964-02-27;27.6;15.2;
1964-02-28;29.2;16;
1964-02-29;29;16.2;
1964-03-01;29.2;17.8;
1964-03-02;27.8;17;
1964-03-03;26.8;17.8;
1964-03-04;27.6;19;
1964-03-05;30.6;17.2;
1964-03-06;28;16.2;
1964-03-07;25.8;15.6;
1964-03-08;24.8;14;
1964-03-09;27.6;13;
1964-03-10;30;16;
1964-03-11;29;16;
1964-03-12;30.6;17;
1964-03-13;30.6;18.2;
1964-03-14;26.8;17.2;
1964-03-15;27.6;16;
1964-03-16;24;14.6;
1964-03-17;20;10.8;
1964-03-18;23;10.2;
1964-03-19;24.6;12.8;
1964-03-20;25;12.4;
1964-03-21;26.4;14;
1964-03-22;27.4;14.2;
1964-03-23;26;14.6;
1964-03-24;24;15.4;
1964-03-25;26;17.6;
1964-03-26;21.6;16;
1964-03-27;20;15.8;
1964-03-28;21.6;17.2;
1964-03-29;23;16;
1964-03-30;21.4;11.4;
1964-03-31;23.8;11.2;
1964-04-01;22.6;13.2;
1964-04-02;23;11.2;
1964-04-03;19.6;11.8;
1964-04-04;24;10.8;
1964-04-05;25.2;15;
1964-04-06;24;15.2;
1964-04-07;24;14.4;
1964-04-08;26.4;16.2;
1964-04-09;27.6;16.2;
1964-04-10;27.4;15;
1964-04-11;25.2;15.6;
1964-04-12;26;14.8;
1964-04-13;26.8;15.2;
1964-04-14;26;14.2;
1964-04-15;26.6;16.4;
1964-04-16;24;16.2;
1964-04-17;21.6;14.8;
1964-04-18;23;15.4;
1964-04-19;22.2;15.2;
1964-04-20;17.6;15;
1964-04-21;24.2;15.4;
1964-04-22;23.8;16.4;
1964-04-23;25.6;14.6;
1964-04-24;23.6;13.2;
1964-04-25;22;14.6;
1964-04-26;22.8;14;
1964-04-27;23;13.2;
1964-04-28;20.4;12;
1964-04-29;18;13.8;
1964-04-30;18;14.4;
1964-05-01;16.8;8.8;
1964-05-02;16;8.2;
1964-05-03;17.6;7.6;
1964-05-04;13.8;10;
1964-05-05;13.4;10.2;
1964-05-06;20;10.6;
1964-05-07;21;8.8;
1964-05-08;20.6;9.2;
1964-05-09;19.6;9.2;
1964-05-10;21;8.6;
1964-05-11;23.4;10;
1964-05-12;22;13.6;
1964-05-13;22.4;10.6;
1964-05-14;22;10.2;
1964-05-15;20;11;
1964-05-16;22;10.8;
1964-05-17;17.8;9.8;
1964-05-18;19.5;8.6;
1964-05-19;19.6;9;
1964-05-20;19.6;7.6;
1964-05-21;21;7.2;
1964-05-22;23.2;10;
1964-05-23;21.6;11.4;
1964-05-24;23.8;12;
1964-05-25;23.8;11.6;
1964-05-26;25;11.8;
1964-05-27;24.4;10.6;
1964-05-28;24;11.4;
1964-05-29;20.2;11.4;
1964-05-30;14.4;7;
1964-05-31;16.4;5.6;
1964-06-01;16.6;4.8;
1964-06-02;19.4;7.4;
1964-06-03;19;8.6;
1964-06-04;19;9.6;
1964-06-05;14.2;4;
1964-06-06;14.6;1.2;
1964-06-07;18.2;3.6;
1964-06-08;20.8;6;
1964-06-09;20;11.2;
1964-06-10;17.6;14;
1964-06-11;16.2;12.2;
1964-06-12;16.6;13.4;
1964-06-13;15.6;10.4;
1964-06-14;17.8;10;
1964-06-15;14.4;10.2;
1964-06-16;14;8;
1964-06-17;14;.7;
1964-06-18;16;1.6;
1964-06-19;14.8;6;
1964-06-20;18.2;9.6;
1964-06-21;21.8;9.8;
1964-06-22;21.6;10.4;
1964-06-23;22.4;13.8;
1964-06-24;18;10.4;
1964-06-25;17;10.4;
1964-06-26;15;4;
1964-06-27;15;3;
1964-06-28;14;5.8;
1964-06-29;13.4;2.8;
1964-06-30;11;.2;
1964-07-01;16.8;5.2;
1964-07-02;14;9.4;
1964-07-03;15;10.2;
1964-07-04;14.8;8.2;
1964-07-05;10;4;
1964-07-06;9.8;5;
1964-07-07;17.8;7.8;
1964-07-08;16;11;
1964-07-09;15.8;2.2;
1964-07-10;21;7;
1964-07-11;22;9.8;
1964-07-12;22.6;11;
1964-07-13;21;10;
1964-07-14;21.8;8.4;
1964-07-15;22;10.8;
1964-07-16;21.8;11.2;
1964-07-17;16.2;1;
1964-07-18;17.2;2;
1964-07-19;17.2;4.2;
1964-07-20;16.6;1.8;
1964-07-21;20;3.4;
1964-07-22;17;1.6;
1964-07-23;12;4;
1964-07-24;11.8;7;
1964-07-25;12.2;6;
1964-07-26;9;3;
1964-07-27;11.2;-2.2;
1964-07-28;15.8;.2;
1964-07-29;15.6;2;
1964-07-30;21.6;6;
1964-07-31;23;10.2;
1964-08-01;23;11.8;
1964-08-02;18.2;9.8;
1964-08-03;17.6;2.4;
1964-08-04;15;4.6;
1964-08-05;15.4;6.2;
1964-08-06;21;7.4;
1964-08-07;22;10.6;
1964-08-08;16.6;6.2;
1964-08-09;15;4.6;
1964-08-10;17;2.8;
1964-08-11;12.2;4.6;
1964-08-12;18.2;9.2;
1964-08-13;20.2;10.6;
1964-08-14;21.6;9.8;
1964-08-15;15.6;10.2;
1964-08-16;22;9.6;
1964-08-17;24.6;13.8;
1964-08-18;24.6;11.2;
1964-08-19;20.4;13.6;
1964-08-20;14.6;11;
1964-08-21;12;9;
1964-08-22;17.6;11.2;
1964-08-23;15.2;10.2;
1964-08-24;22.4;8;
1964-08-25;17.8;11.8;
1964-08-26;21.4;11;
1964-08-27;16;10.4;
1964-08-28;24;12;
1964-08-29;24.2;15;
1964-08-30;20.6;13;
1964-08-31;25;11.2;
1964-09-01;24.8;16.8;
1964-09-02;21;2.5;
1964-09-03;14.6;-2.2;
1964-09-04;19;-.6;
1964-09-05;14.6;4.6;
1964-09-06;23.2;10.2;
1964-09-07;26;13.2;
1964-09-08;19;13.2;
1964-09-09;23.6;15;
1964-09-10;18.8;13.4;
1964-09-11;20;10;
1964-09-12;22;5;
1964-09-13;22.6;5.6;
1964-09-14;26.8;7;
1964-09-15;28;14.8;
1964-09-16;28.4;16;
1964-09-17;29;15;
1964-09-18;28;13.4;
1964-09-19;28;14.4;
1964-09-20;28;16.8;
1964-09-21;27.4;15.4;
1964-09-22;19.6;14;
1964-09-23;22.4;13;
1964-09-24;22.6;11;
1964-09-25;17;12.2;
1964-09-26;23.6;11.8;
1964-09-27;24.6;12.6;
1964-09-28;18.8;13;
1964-09-29;27.4;9.2;
1964-09-30;18.8;12;
1964-10-01;23;10;
1964-10-02;22.6;11.2;
1964-10-03;23;13;
1964-10-04;21;9.6;
1964-10-05;21.4;10.4;
1964-10-06;17;12.2;
1964-10-07;21.8;11.4;
1964-10-08;22;11.6;
1964-10-09;22.6;10.6;
1964-10-10;23.8;11.8;
1964-10-11;22.8;10.6;
1964-10-12;22.8;9.2;
1964-10-13;23.4;10.2;
1964-10-14;23.4;9.4;
1964-10-15;22.6;8.6;
1964-10-16;25;9.4;
1964-10-17;26;10.8;
1964-10-18;25.6;10.4;
1964-10-19;19.6;13.8;
1964-10-20;20.4;13;
1964-10-21;17.8;11.6;
1964-10-22;18.8;4.6;
1964-10-23;23;6.8;
1964-10-24;26;10;
1964-10-25;26;13.2;
1964-10-26;22.4;13.6;
1964-10-27;27;13.2;
1964-10-28;27;13.8;
1964-10-29;27.8;14.8;
1964-10-30;26.4;15;
1964-10-31;26.4;13.2;
1964-11-01;23.8;12.8;
1964-11-02;23.6;9.4;
1964-11-03;23.4;8.6;
1964-11-04;24.6;11;
1964-11-05;23.8;14;
1964-11-06;23.6;10.4;
1964-11-07;25;9.4;
1964-11-08;26;10.8;
1964-11-09;24;13.4;
1964-11-10;20.6;8.2;
1964-11-11;20;6.4;
1964-11-12;21.2;7.4;
1964-11-13;25.6;9;
1964-11-14;28.2;12.8;
1964-11-15;21;12.6;
1964-11-16;20.2;13.2;
1964-11-17;21.8;10.4;
1964-11-18;22.4;14.8;
1964-11-19;25.2;16.8;
1964-11-20;19.8;9.6;
1964-11-21;24;15;
1964-11-22;20;13;
1964-11-23;23.4;10.4;
1964-11-24;24.4;9.2;
1964-11-25;26;12.4;
1964-11-26;25;10.8;
1964-11-27;26.6;11;
1964-11-28;28.4;17.2;
1964-11-29;27;18.6;
1964-11-30;23.6;11.8;
1964-12-01;23.6;14.8;
1964-12-02;22.8;16.2;
1964-12-03;21;11.2;
1964-12-04;17;8.6;
1964-12-05;19.8;8.4;
1964-12-06;25;10.2;
1964-12-07;26;10.4;
1964-12-08;27;13.8;
1964-12-09;27;15.2;
1964-12-10;27.6;14;
1964-12-11;26.8;16.8;
1964-12-12;21.2;17;
1964-12-13;23.6;15.2;
1964-12-14;20.8;10.2;
1964-12-15;23;9;
1964-12-16;24.6;14.8;
1964-12-17;26;16.6;
1964-12-18;24;14.8;
1964-12-19;25.6;12;
1964-12-20;28;15.8;
1964-12-21;28.4;16;
1964-12-22;21;15.8;
1964-12-23;24.6;12.2;
1964-12-24;26;16;
1964-12-25;26;17.2;
1964-12-26;20.2;15;
1964-12-27;26.4;13.6;
1964-12-28;22.6;16.2;
1964-12-29;21.2;14;
1964-12-30;24;10;
1964-12-31;25.4;14.2;
1965-01-01;24.6;15.2;
1965-01-02;26.7;15;
1965-01-03;24;17.2;
1965-01-04;25;9.8;
1965-01-05;25.8;12.4;
1965-01-06;27;11.4;
1965-01-07;26.6;13.2;
1965-01-08;21.8;15.6;
1965-01-09;22.8;10.2;
1965-01-10;25.6;11.2;
1965-01-11;25.4;12;
1965-01-12;24.8;17.4;
1965-01-13;27.6;14.8;
1965-01-14;24.6;16.2;
1965-01-15;24.2;17.2;
1965-01-16;25;16.8;
1965-01-17;26;17.6;
1965-01-18;22.6;16.4;
1965-01-19;28.6;17.6;
1965-01-20;28.6;14.4;
1965-01-21;29.6;15.6;
1965-01-22;31;16.4;
1965-01-23;29.6;16;
1965-01-24;25.4;17.8;
1965-01-25;28;16.6;
1965-01-26;24;12.6;
1965-01-27;21.8;16.2;
1965-01-28;22.8;15;
1965-01-29;24.6;15;
1965-01-30;23.6;17.2;
1965-01-31;24;17.6;
1965-02-01;27;16.8;
1965-02-02;27;17.4;
1965-02-03;27;16.4;
1965-02-04;22.8;17;
1965-02-05;27;15;
1965-02-06;27;15.2;
1965-02-07;28;13.2;
1965-02-08;28;13.8;
1965-02-09;27.2;15;
1965-02-10;25.2;16.4;
1965-02-11;28;14.2;
1965-02-12;22.4;15;
1965-02-13;26;17;
1965-02-14;25;15.2;
1965-02-15;24.8;16.4;
1965-02-16;21;16.8;
1965-02-17;25.6;15.4;
1965-02-18;27.6;14.2;
1965-02-19;27.6;12.6;
1965-02-20;28;13.2;
1965-02-21;28.6;16;
1965-02-22;27;16.8;
1965-02-23;27;18.2;
1965-02-24;25.6;16;
1965-02-25;26;17.6;
1965-02-26;26.8;18;
1965-02-27;23;17.6;
1965-02-28;25.8;17.8;
1965-03-01;26.8;16.8;
1965-03-02;23;15.8;
1965-03-03;24.2;15.6;
1965-03-04;20;12.8;
1965-03-05;26;13.4;
1965-03-06;27.4;14.2;
1965-03-07;26.4;15;
1965-03-08;26.4;14.8;
1965-03-09;20;12.8;
1965-03-10;15.8;9.6;
1965-03-11;19.8;5.6;
1965-03-12;24.2;8.4;
1965-03-13;24.2;12.4;
1965-03-14;26.4;13;
1965-03-15;25.8;14.2;
1965-03-16;25.4;12.4;
1965-03-17;25.2;14;
1965-03-18;23.6;13.2;
1965-03-19;22.6;12.4;
1965-03-20;24.6;11.8;
1965-03-21;24.2;13.4;
1965-03-22;21.8;13.2;
1965-03-23;23;14.6;
1965-03-24;23;12.8;
1965-03-25;22.6;10.2;
1965-03-26;22;9;
1965-03-27;21.2;8.4;
1965-03-28;20.6;8.4;
1965-03-29;18;9.2;
1965-03-30;22;11.8;
1965-03-31;23.6;10.4;
1965-04-01;25;12.2;
1965-04-02;21.2;12.2;
1965-04-03;24.8;13.2;
1965-04-04;26.8;13.4;
1965-04-05;25.2;15;
1965-04-06;20.6;13.4;
1965-04-07;24.6;12.6;
1965-04-08;23.2;15.2;
1965-04-09;20.8;13.8;
1965-04-10;22;13;
1965-04-11;25.2;12.2;
1965-04-12;26.2;12;
1965-04-13;20.6;15.6;
1965-04-14;23.2;14.4;
1965-04-15;25.4;14.4;
1965-04-16;24.8;15.2;
1965-04-17;25.4;14.6;
1965-04-18;21;13.4;
1965-04-19;20.2;14.2;
1965-04-20;23.8;13.6;
1965-04-21;23.8;15.2;
1965-04-22;20.4;10;
1965-04-23;23.4;9.4;
1965-04-24;24;10.4;
1965-04-25;23.4;15.2;
1965-04-26;22.8;16;
1965-04-27;21.2;13;
1965-04-28;17;12.8;
1965-04-29;13.2;8.2;
1965-04-30;12.8;8.2;
1965-05-01;15.4;9.6;
1965-05-02;19.4;6.2;
1965-05-03;21.4;8.6;
1965-05-04;21.8;9.2;
1965-05-05;23;10.6;
1965-05-06;25.2;12.8;
1965-05-07;21.8;13;
1965-05-08;19.2;12.4;
1965-05-09;19.8;12.2;
1965-05-10;17;12.6;
1965-05-11;null;10.8;
1965-05-12;null;10.6;
1965-05-13;null;11.6;
1965-05-14;null;14;
1965-05-15;null;8.6;
1965-05-16;null;10.2;
1965-05-17;null;11.2;
1965-05-18;null;10;
1965-05-19;null;9.2;
1965-05-20;null;9.6;
1965-05-21;null;11.6;
1965-05-22;null;1.8;
1965-05-23;null;1.2;
1965-05-24;null;4.2;
1965-05-25;null;7;
1965-05-26;null;10.6;
1965-05-27;null;10.2;
1965-05-28;null;9.4;
1965-05-29;null;10.8;
1965-05-30;null;10.2;
1965-05-31;null;10.2;
1965-06-01;null;9.6;
1965-06-02;null;10.2;
1965-06-03;null;10.2;
1965-06-04;null;11.2;
1965-06-05;null;11.2;
1965-06-06;null;10.2;
1965-06-07;null;10.4;
1965-06-08;null;11.2;
1965-06-09;null;11.2;
1965-06-10;null;12.2;
1965-06-11;null;7.2;
1965-06-12;null;4;
1965-06-13;null;9.7;
1965-06-14;null;10.8;
1965-06-15;null;10;
1965-06-16;null;10.2;
1965-06-17;null;8.4;
1965-06-18;null;7.4;
1965-06-19;null;6.2;
1965-06-20;null;7.2;
1965-06-21;null;8.4;
1965-06-22;null;10.2;
1965-06-23;null;10.6;
1965-06-24;null;10.2;
1965-06-25;null;10.2;
1965-06-26;null;9.2;
1965-06-27;null;9;
1965-06-28;null;10.6;
1965-06-29;null;10.4;
1965-06-30;null;14;
1965-07-01;null;13.2;
1965-07-02;null;11.2;
1965-07-03;null;10.4;
1965-07-04;null;11.2;
1965-07-05;null;12.2;
1965-07-06;null;8.4;
1965-07-07;null;7.2;
1965-07-08;null;7.2;
1965-07-09;null;8;
1965-07-10;null;1.8;
1965-07-11;null;-4.2;
1965-07-12;null;-5.2;
1965-07-13;null;7;
1965-07-14;null;6.2;
1965-07-15;null;4.2;
1965-07-16;null;5.2;
1965-07-17;null;8.2;
1965-07-18;null;12.6;
1965-07-19;null;12.2;
1965-07-20;null;7.6;
1965-07-21;null;2.2;
1965-07-22;null;6.2;
1965-07-23;null;4.4;
1965-07-24;null;8.2;
1965-07-25;null;9.4;
1965-07-26;null;7.2;
1965-07-27;null;7.8;
1965-07-28;null;10.6;
1965-07-29;null;11.6;
1965-07-30;null;9.6;
1965-07-31;null;10.4;
1965-08-01;null;9.8;
1965-08-02;null;11.8;
1965-08-03;null;11.6;
1965-08-04;null;9;
1965-08-05;null;6.6;
1965-08-06;null;6.2;
1965-08-07;null;9.6;
1965-08-08;null;11.6;
1965-08-09;null;10.4;
1965-08-10;null;10.8;
1965-08-11;null;12.4;
1965-08-12;null;11.2;
1965-08-13;null;10.8;
1965-08-14;null;9.8;
1965-08-15;null;8;
1965-08-16;null;12.6;
1965-08-17;null;17.4;
1965-08-18;null;16.6;
1965-08-19;null;1.4;
1965-08-20;null;-3.2;
1965-08-21;null;-2.2;
1965-08-22;null;2.7;
1965-08-23;null;2.2;
1965-08-24;null;9.2;
1965-08-25;25.6;10.2;
1965-08-26;25.2;11;
1965-08-27;26.4;12.8;
1965-08-28;24;13.8;
1965-08-29;24.5;11.4;
1965-08-30;25.6;13.8;
1965-08-31;22.8;13;
1965-09-01;28;12.1;
1965-09-02;29;15.8;
1965-09-03;27;16.2;
1965-09-04;28.8;15.6;
1965-09-05;26.2;15;
1965-09-06;24.5;12.8;
1965-09-07;25.4;9.4;
1965-09-08;23.4;12;
1965-09-09;26.2;14.6;
1965-09-10;25.5;15.2;
1965-09-11;15.6;9.4;
1965-09-12;18.4;5.8;
1965-09-13;16.7;6.2;
1965-09-14;16;12.2;
1965-09-15;18.6;12.4;
1965-09-16;24;11;
1965-09-17;24.5;13.2;
1965-09-18;21.6;15.4;
1965-09-19;16.2;9.8;
1965-09-20;20.2;3.2;
1965-09-21;23.2;6.4;
1965-09-22;26.2;6.6;
1965-09-23;27;8;
1965-09-24;27.2;13.2;
1965-09-25;20.4;15.4;
1965-09-26;19.4;14.2;
1965-09-27;21.2;11.8;
1965-09-28;22;11;
1965-09-29;24.8;11.2;
1965-09-30;19;13.4;
1965-10-01;20;13.4;
1965-10-02;28.9;5.6;
1965-10-03;20.4;3.2;
1965-10-04;23.6;7.2;
1965-10-05;25.4;12.2;
1965-10-06;20;14.2;
1965-10-07;17.4;14;
1965-10-08;24.5;13.6;
1965-10-09;26;16.8;
1965-10-10;22.5;14.4;
1965-10-11;17.6;13;
1965-10-12;19.7;6.6;
1965-10-13;23.5;13.6;
1965-10-14;25.3;12;
1965-10-15;25.6;14;
1965-10-16;24.5;13;
1965-10-17;26;13.8;
1965-10-18;26.6;15.2;
1965-10-19;21.6;16;
1965-10-20;24.6;15;
1965-10-21;24.8;16.4;
1965-10-22;22.5;15.6;
1965-10-23;24;17;
1965-10-24;24.2;15.2;
1965-10-25;24;15.2;
1965-10-26;24.8;12.2;
1965-10-27;25.5;12.6;
1965-10-28;19.4;14.6;
1965-10-29;17.6;10;
1965-10-30;19.2;5.6;
1965-10-31;17;6.4;
1965-11-01;20;8.4;
1965-11-02;24.8;8;
1965-11-03;26.8;11.6;
1965-11-04;28.4;13.4;
1965-11-05;19.4;11;
1965-11-06;22.5;10.4;
1965-11-07;25.5;14.2;
1965-11-08;22.8;14.4;
1965-11-09;26.6;13.4;
1965-11-10;29.6;13.8;
1965-11-11;24.7;16.2;
1965-11-12;17.2;11.4;
1965-11-13;20.6;11.2;
1965-11-14;22.5;15;
1965-11-15;23.6;14.6;
1965-11-16;25;10;
1965-11-17;23.6;16.6;
1965-11-18;25.8;13.4;
1965-11-19;27.2;11.6;
1965-11-20;27.4;11.6;
1965-11-21;27.2;13.2;
1965-11-22;26.2;16;
1965-11-23;27.4;15;
1965-11-24;26.4;14;
1965-11-25;24.3;14.6;
1965-11-26;26;11.8;
1965-11-27;27;14.6;
1965-11-28;27.7;15.2;
1965-11-29;27;17;
1965-11-30;27;14;
1965-12-01;25.4;15.6;
1965-12-02;27.6;17.4;
1965-12-03;27.5;17.2;
1965-12-04;26.7;15.8;
1965-12-05;26.4;17.2;
1965-12-06;25.2;18;
1965-12-07;28.4;17.4;
1965-12-08;29.3;15.6;
1965-12-09;25.2;15;
1965-12-10;24.6;16.6;
1965-12-11;22;14.2;
1965-12-12;26.8;18;
1965-12-13;25.4;16.6;
1965-12-14;19.2;16.4;
1965-12-15;20.8;15.6;
1965-12-16;22;12.4;
1965-12-17;27.2;15.2;
1965-12-18;26.4;18.2;
1965-12-19;22.2;18.8;
1965-12-20;27.4;18;
1965-12-21;26.6;18.4;
1965-12-22;21.6;11.6;
1965-12-23;22.2;12;
1965-12-24;25.8;12.8;
1965-12-25;26;15.2;
1965-12-26;21;15.2;
1965-12-27;26;15;
1965-12-28;18.4;12.2;
1965-12-29;18;13;
1965-12-30;22.5;14.8;
1965-12-31;22.6;15.8;
1966-01-01;26;14.8;
1966-01-02;24.8;17.4;
1966-01-03;27;16.4;
1966-01-04;28;16.6;
1966-01-05;25.8;17.6;
1966-01-06;27;17.8;
1966-01-07;25.8;17.4;
1966-01-08;23.6;16.8;
1966-01-09;24.8;17.4;
1966-01-10;24.5;16;
1966-01-11;24.5;14;
1966-01-12;23.8;13;
1966-01-13;20.7;10.6;
1966-01-14;24;11.2;
1966-01-15;23.2;13.8;
1966-01-16;26;13.4;
1966-01-17;27;15.2;
1966-01-18;27.7;16;
1966-01-19;27.2;16.8;
1966-01-20;28.7;16.6;
1966-01-21;29.1;18;
1966-01-22;27.9;16.4;
1966-01-23;27.6;17.6;
1966-01-24;28.3;18.8;
1966-01-25;28.5;18.8;
1966-01-26;26.4;18.2;
1966-01-27;24.2;16.2;
1966-01-28;26;17.2;
1966-01-29;26.6;17.8;
1966-01-30;26.7;17;
1966-01-31;23.4;16.6;
1966-02-01;27.5;17.4;
1966-02-02;28.6;17.6;
1966-02-03;29.8;18;
1966-02-04;28.6;17.6;
1966-02-05;31;18.2;
1966-02-06;28.2;19;
1966-02-07;27.3;18.2;
1966-02-08;27.6;18.6;
1966-02-09;24.8;17;
1966-02-10;21.3;13.2;
1966-02-11;20.7;17.8;
1966-02-12;29.7;16.2;
1966-02-13;24.5;17.8;
