Nome: GUARAPUAVA
Codigo Estacao: 83834
Latitude: -25.4
Longitude: -51.46999999
Altitude: 1.13
Situacao: Desativada
Data Inicial: 1912-01-01
Data Final: 1988-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);
1961-01-01;20.8;17.2;
1961-01-02;null;null;
1961-01-03;null;null;
1961-01-04;null;null;
1961-01-05;null;null;
1961-01-06;null;null;
1961-01-07;null;null;
1961-01-08;null;null;
1961-01-09;null;null;
1961-01-10;null;null;
1961-01-11;null;null;
1961-01-12;null;null;
1961-01-13;null;null;
1961-01-14;null;null;
1961-01-15;null;null;
1961-01-16;null;null;
1961-01-17;null;null;
1961-01-18;null;null;
1961-01-19;null;null;
1961-01-20;null;null;
1961-01-21;null;null;
1961-01-22;null;null;
1961-01-23;null;null;
1961-01-24;null;null;
1961-01-25;null;null;
1961-01-26;null;null;
1961-01-27;null;null;
1961-01-28;null;null;
1961-01-29;null;null;
1961-01-30;null;null;
1961-01-31;26.2;13.6;
1961-02-01;28.4;15.8;
1961-02-02;27.4;17.2;
1961-02-03;27;16;
1961-02-04;23.8;17.4;
1961-02-05;26.4;16.8;
1961-02-06;25;17.2;
1961-02-07;26.4;17.4;
1961-02-08;25.2;17;
1961-02-09;23;17.6;
1961-02-10;26.2;17;
1961-02-11;23.6;16.2;
1961-02-12;26.6;14.4;
1961-02-13;27.2;15;
1961-02-14;24.8;14.6;
1961-02-15;23.6;14.2;
1961-02-16;21.8;14;
1961-02-17;25.8;15.6;
1961-02-18;24;16.4;
1961-02-19;25.4;14.8;
1961-02-20;26.6;16.2;
1961-02-21;26;17.4;
1961-02-22;26.4;18;
1961-02-23;26;17.8;
1961-02-24;26.6;18.2;
1961-02-25;24.8;18;
1961-02-26;25.6;18.4;
1961-02-27;24.6;18;
1961-02-28;19.2;14.6;
1961-03-01;21.6;13.6;
1961-03-02;26;14.6;
1961-03-03;28.4;14;
1961-03-04;27.2;16.2;
1961-03-05;23.2;17.6;
1961-03-06;18.2;14;
1961-03-07;20.4;13;
1961-03-08;23.8;15.4;
1961-03-09;26.6;16.6;
1961-03-10;28;17;
1961-03-11;25.8;17.4;
1961-03-12;25.2;16.8;
1961-03-13;23;15.4;
1961-03-14;22.2;15.6;
1961-03-15;25;17.6;
1961-03-16;26;18;
1961-03-17;22.8;16.2;
1961-03-18;17.2;13.8;
1961-03-19;18.8;12;
1961-03-20;18.6;14.6;
1961-03-21;25.2;12.2;
1961-03-22;26.6;13.8;
1961-03-23;27.4;16;
1961-03-24;28;17;
1961-03-25;27;17.6;
1961-03-26;26;14.2;
1961-03-27;19.2;12.4;
1961-03-28;19.4;9.8;
1961-03-29;20.6;10.8;
1961-03-30;21.6;9.2;
1961-03-31;22.2;11.8;
1961-04-01;23.8;11.6;
1961-04-02;22.8;14.6;
1961-04-03;18.6;14.2;
1961-04-04;23;14.4;
1961-04-05;23.6;14.4;
1961-04-06;23;13.6;
1961-04-07;21.6;14;
1961-04-08;24.8;14.8;
1961-04-09;26.2;13.8;
1961-04-10;24.6;16.2;
1961-04-11;25;15.8;
1961-04-12;24.8;16.6;
1961-04-13;21.6;15.8;
1961-04-14;25;16;
1961-04-15;25.2;17;
1961-04-16;23.8;16;
1961-04-17;25.2;16.8;
1961-04-18;22;17;
1961-04-19;19.2;11.8;
1961-04-20;20.6;10.8;
1961-04-21;20.4;12;
1961-04-22;18.4;12.2;
1961-04-23;22;11.6;
1961-04-24;22.2;11.2;
1961-04-25;18.2;12.2;
1961-04-26;19.2;11.6;
1961-04-27;18.2;8.2;
1961-04-28;21.4;6.6;
1961-04-29;22.2;8.4;
1961-04-30;22.6;8.8;
1961-05-01;21;8.8;
1961-05-02;14.6;12;
1961-05-03;16.8;11.6;
1961-05-04;18.4;11.2;
1961-05-05;20;10.2;
1961-05-06;22;11;
1961-05-07;18;13.4;
1961-05-08;18;11;
1961-05-09;20.4;7.8;
1961-05-10;20.4;9.8;
1961-05-11;19.4;11.6;
1961-05-12;21.8;11.8;
1961-05-13;21.2;13.6;
1961-05-14;22.6;12;
1961-05-15;22.8;13;
1961-05-16;23;11.8;
1961-05-17;23;15.2;
1961-05-18;18.8;13.2;
1961-05-19;17.2;10.4;
1961-05-20;17.2;-.2;
1961-05-21;17.8;4.2;
1961-05-22;18.6;8.2;
1961-05-23;22;9.8;
1961-05-24;21.8;9;
1961-05-25;19.4;7.6;
1961-05-26;16.4;8.2;
1961-05-27;19.2;7.6;
1961-05-28;20.8;6.6;
1961-05-29;21.2;5.8;
1961-05-30;22.2;8.4;
1961-05-31;22;10.2;
1961-06-01;20;11.2;
1961-06-02;19;11.6;
1961-06-03;22;9.4;
1961-06-04;23;14.2;
1961-06-05;17.6;12.8;
1961-06-06;19.4;12.6;
1961-06-07;21.8;13.6;
1961-06-08;21.4;13;
1961-06-09;21.6;11.2;
1961-06-10;20;12.6;
1961-06-11;14.2;10.6;
1961-06-12;13;9.6;
1961-06-13;10.2;8.6;
1961-06-14;11.2;7.2;
1961-06-15;13.8;.4;
1961-06-16;14.2;.8;
1961-06-17;13.2;1.6;
1961-06-18;16.4;6;
1961-06-19;21;10.6;
1961-06-20;21.4;12;
1961-06-21;19;10.8;
1961-06-22;21.2;8.8;
1961-06-23;19.4;5.8;
1961-06-24;15.6;6;
1961-06-25;20.2;10.6;
1961-06-26;20.8;10.4;
1961-06-27;21;11.6;
1961-06-28;20.8;12.6;
1961-06-29;23.2;13.2;
1961-06-30;22.4;12.2;
1961-07-01;21;13;
1961-07-02;21.8;11.6;
1961-07-03;21;12;
1961-07-04;20;11.6;
1961-07-05;21.6;11.8;
1961-07-06;20.4;12.6;
1961-07-07;20.6;12.2;
1961-07-08;14.6;8.2;
1961-07-09;14.4;7.8;
1961-07-10;10.4;7.8;
1961-07-11;18;7.8;
1961-07-12;20;8.2;
1961-07-13;22.6;12.8;
1961-07-14;22.6;13.6;
1961-07-15;20.8;12.4;
1961-07-16;22.2;11.2;
1961-07-17;21.2;10.8;
1961-07-18;23;10;
1961-07-19;23.4;11.6;
1961-07-20;23.4;11.8;
1961-07-21;22.6;14.2;
1961-07-22;19;7.8;
1961-07-23;20.6;6.2;
1961-07-24;21.2;9.6;
1961-07-25;22.8;11.8;
1961-07-26;20.2;12;
1961-07-27;14;8.8;
1961-07-28;15.2;8;
1961-07-29;15;7.4;
1961-07-30;20.6;7.2;
1961-07-31;20.6;7.2;
1961-08-01;20.2;8.4;
1961-08-02;18.6;4.4;
1961-08-03;21.4;6.8;
1961-08-04;22.8;6.8;
1961-08-05;24;10.8;
1961-08-06;25.6;12.4;
1961-08-07;25.2;10;
1961-08-08;23;10.4;
1961-08-09;20.6;10;
1961-08-10;23.2;7.8;
1961-08-11;22.8;10.2;
1961-08-12;21.8;10.4;
1961-08-13;24;10.8;
1961-08-14;19.4;13.2;
1961-08-15;22;13.6;
1961-08-16;16.2;12.6;
1961-08-17;23.4;6.2;
1961-08-18;25.4;11;
1961-08-19;24.6;14.6;
1961-08-20;21.8;11.8;
1961-08-21;25.4;10.4;
1961-08-22;23;9.6;
1961-08-23;19.2;12.4;
1961-08-24;24.4;13.2;
1961-08-25;23.8;11.2;
1961-08-26;24;9.6;
1961-08-27;26.8;14.4;
1961-08-28;25.4;17.6;
1961-08-29;26.4;15.6;
1961-08-30;24.4;12.8;
1961-08-31;24.2;13;
1961-09-01;26.2;14.2;
1961-09-02;24.6;13.4;
1961-09-03;26.4;18.8;
1961-09-04;27.4;17.8;
1961-09-05;24.4;14;
1961-09-06;14.4;10.2;
1961-09-07;14.2;9.2;
1961-09-08;14.2;10.2;
1961-09-09;19.2;13.2;
1961-09-10;25;12;
1961-09-11;16.4;11.8;
1961-09-12;22.6;11.8;
1961-09-13;26.4;14.8;
1961-09-14;27.8;16.6;
1961-09-15;28.4;18.2;
1961-09-16;28.2;14.6;
1961-09-17;29;17.2;
1961-09-18;29.4;16.4;
1961-09-19;26.4;15.8;
1961-09-20;27.8;15.4;
1961-09-21;23.8;13.4;
1961-09-22;18;12.4;
1961-09-23;21;11.4;
1961-09-24;25.2;15.6;
1961-09-25;18;14.2;
1961-09-26;24.2;14.8;
1961-09-27;26.2;14.8;
1961-09-28;23;14.8;
1961-09-29;15.4;7.2;
1961-09-30;21.4;4.8;
1961-10-01;26;8.6;
1961-10-02;28.8;13;
1961-10-03;26.4;15.2;
1961-10-04;24;12;
1961-10-05;25;13.6;
1961-10-06;29;14.2;
1961-10-07;29;15.2;
1961-10-08;26.8;13.8;
1961-10-09;29.2;12.6;
1961-10-10;21;14.4;
1961-10-11;21.4;13.6;
1961-10-12;25.4;12.4;
1961-10-13;26;14.6;
1961-10-14;21;13.6;
1961-10-15;23;13.2;
1961-10-16;19.4;12.4;
1961-10-17;19.2;13.8;
1961-10-18;25;14.8;
1961-10-19;23.6;14;
1961-10-20;26.4;15;
1961-10-21;22.2;15;
1961-10-22;24.6;15.2;
1961-10-23;22.8;12.4;
1961-10-24;26.8;14.4;
1961-10-25;24.8;13.8;
1961-10-26;24.2;12.4;
1961-10-27;27;12.8;
1961-10-28;25.8;13.4;
1961-10-29;22.4;14.8;
1961-10-30;21.2;16;
1961-10-31;19.2;14.2;
1961-11-01;20.2;15;
1961-11-02;null;null;
1961-11-03;null;null;
1961-11-04;null;null;
1961-11-05;27.2;15;
1961-11-06;24;14.4;
1961-11-07;25.4;12.2;
1961-11-08;26.8;11;
1961-11-09;26.4;12.2;
1961-11-10;18.6;12.6;
1961-11-11;27.4;13.4;
1961-11-12;25;16;
1961-11-13;24.8;14.4;
1961-11-14;19.2;13;
1961-11-15;23.8;8.6;
1961-11-16;25;10.8;
1961-11-17;24.2;10;
1961-11-18;27.2;9.6;
1961-11-19;26.8;15.2;
1961-11-20;25.2;15.8;
1961-11-21;24.2;16.2;
1961-11-22;22;15.2;
1961-11-23;24;16.6;
1961-11-24;25.4;15.6;
1961-11-25;27.2;16.8;
1961-11-26;27.2;16.8;
1961-11-27;26.4;17;
1961-11-28;25.4;16.6;
1961-11-29;26.2;16.8;
1961-11-30;29;14.6;
1961-12-01;26.8;19.4;
1961-12-02;24.2;16.8;
1961-12-03;26.6;13.2;
1961-12-04;24.2;13.2;
1961-12-05;22.2;10.6;
1961-12-06;21.8;12.2;
1961-12-07;23;12.6;
1961-12-08;24.6;11.4;
1961-12-09;27;14;
1961-12-10;27.6;16.4;
1961-12-11;28.4;16.4;
1961-12-12;28.2;15.8;
1961-12-13;27;15.6;
1961-12-14;26.2;14.4;
1961-12-15;25.2;14.6;
1961-12-16;22;16.6;
1961-12-17;25.4;17.6;
1961-12-18;28.8;16.2;
1961-12-19;26.2;17.4;
1961-12-20;26;16;
1961-12-21;25.8;17.2;
1961-12-22;26.8;17.4;
1961-12-23;23.2;16.4;
1961-12-24;25;15.2;
1961-12-25;28;16.4;
1961-12-26;26.8;16;
1961-12-27;26;15.8;
1961-12-28;26.2;15.2;
1961-12-29;25.4;16.6;
1961-12-30;26;13.6;
1961-12-31;24.6;13.2;
1962-01-01;22.4;13;
1962-01-02;21.2;13.2;
1962-01-03;22.8;14.6;
1962-01-04;26.8;11.2;
1962-01-05;27.4;13.8;
1962-01-06;29.6;14.6;
1962-01-07;24.2;17;
1962-01-08;26.2;14.8;
1962-01-09;27.4;16.4;
1962-01-10;28.6;16.6;
1962-01-11;27.4;15.4;
1962-01-12;26.4;17.2;
1962-01-13;28;16.2;
1962-01-14;26.8;16.2;
1962-01-15;24.2;14.2;
1962-01-16;21;12.2;
1962-01-17;24;12.4;
1962-01-18;24;13.8;
1962-01-19;26;16;
1962-01-20;25;14.4;
1962-01-21;25.2;12.6;
1962-01-22;27.4;15.2;
1962-01-23;23;17;
1962-01-24;25;16.6;
1962-01-25;26.4;17.6;
1962-01-26;23.2;14;
1962-01-27;23.8;13;
1962-01-28;24.6;10.8;
1962-01-29;26.6;12.6;
1962-01-30;24.4;14.2;
1962-01-31;26;13.8;
1962-02-01;null;null;
1962-02-02;null;null;
1962-02-03;null;null;
1962-02-04;null;null;
1962-02-05;null;null;
1962-02-06;null;null;
1962-02-07;null;null;
1962-02-08;null;null;
1962-02-09;null;null;
1962-02-10;null;null;
1962-02-11;null;null;
1962-02-12;null;null;
1962-02-13;null;null;
1962-02-14;null;null;
1962-02-15;null;null;
1962-02-16;null;null;
1962-02-17;null;null;
1962-02-18;null;null;
1962-02-19;null;null;
1962-02-20;null;null;
1962-02-21;null;null;
1962-02-22;null;null;
1962-02-23;null;null;
1962-02-24;null;null;
1962-02-25;null;null;
1962-02-26;null;null;
1962-02-27;null;null;
1962-02-28;null;null;
1962-03-01;null;null;
1962-03-02;24.6;15.2;
1962-03-03;27;15.6;
1962-03-04;23.4;16.8;
1962-03-05;24;16.6;
1962-03-06;25;16.8;
1962-03-07;28;14.2;
1962-03-08;28.2;15;
1962-03-09;26.4;15;
1962-03-10;22.2;17;
1962-03-11;null;null;
1962-03-12;20;12.2;
1962-03-13;20.2;12.2;
1962-03-14;20.4;15.2;
1962-03-15;21.8;13.4;
1962-03-16;19.6;13.6;
1962-03-17;25.4;12.8;
1962-03-18;25.8;17;
1962-03-19;24.8;14.6;
1962-03-20;23.2;13.6;
1962-03-21;26;12.4;
1962-03-22;27.2;13.6;
1962-03-23;27;13.4;
1962-03-24;28.2;15.8;
1962-03-25;28;16.4;
1962-03-26;27.4;17;
1962-03-27;27.4;17;
1962-03-28;28;16.6;
1962-03-29;28.2;15.8;
1962-03-30;27.4;14;
1962-03-31;28.6;15.2;
1962-04-01;28;16;
1962-04-02;27.2;16.8;
1962-04-03;27.2;16;
1962-04-04;23.4;14.6;
1962-04-05;26.2;13.6;
1962-04-06;27.6;13.8;
1962-04-07;26.8;13;
1962-04-08;24.6;16.6;
1962-04-09;17;9.2;
1962-04-10;18.6;4.6;
1962-04-11;20.4;8;
1962-04-12;23.4;9;
1962-04-13;24.4;9.6;
1962-04-14;24.8;11;
1962-04-15;23.4;12.4;
1962-04-16;20;15.2;
1962-04-17;23.4;14.6;
1962-04-18;24.4;15.6;
1962-04-19;23;14.4;
1962-04-20;25.4;13.4;
1962-04-21;24.2;11.8;
1962-04-22;23.8;11.2;
1962-04-23;22.6;10.8;
1962-04-24;21;13.2;
1962-04-25;17.8;12.6;
1962-04-26;18.2;10.8;
1962-04-27;18.2;4;
1962-04-28;14.2;5.2;
1962-04-29;14.2;8;
1962-04-30;18.8;10.2;
1962-05-01;21.6;13;
1962-05-02;21.4;15.8;
1962-05-03;19.6;11.6;
1962-05-04;19.2;2.6;
1962-05-05;19.8;3.4;
1962-05-06;20.6;6;
1962-05-07;19.9;4.6;
1962-05-08;16.6;4.8;
1962-05-09;17.4;7.2;
1962-05-10;20;8.6;
1962-05-11;17;9;
1962-05-12;21.6;7.8;
1962-05-13;21.6;8.6;
1962-05-14;19.6;6;
1962-05-15;20.4;9.4;
1962-05-16;21.2;11.4;
1962-05-17;16;13.2;
1962-05-18;14.8;13.4;
1962-05-19;19.8;13.6;
1962-05-20;20.4;14.2;
1962-05-21;23.4;14.4;
1962-05-22;20;14.6;
1962-05-23;19;11.8;
1962-05-24;22;4;
1962-05-25;22;7.8;
1962-05-26;21.2;10.2;
1962-05-27;18.8;10.4;
1962-05-28;16.8;8.4;
1962-05-29;10;1;
1962-05-30;12.2;-3.6;
1962-05-31;13.4;.8;
1962-06-01;18.2;5.2;
1962-06-02;14.6;10.8;
1962-06-03;14.4;4.4;
1962-06-04;15.6;1.8;
1962-06-05;15.6;4;
1962-06-06;13.6;6;
1962-06-07;17.6;9.4;
1962-06-08;18.2;10.2;
1962-06-09;18.4;8.2;
1962-06-10;14.6;2.2;
1962-06-11;14.2;.4;
1962-06-12;17.2;2.6;
1962-06-13;14.8;3;
1962-06-14;14.4;3.8;
1962-06-15;12.6;3.8;
1962-06-16;13.6;3.4;
1962-06-17;18.2;4.2;
1962-06-18;20.6;6;
1962-06-19;20.4;8.2;
1962-06-20;21.2;8.6;
1962-06-21;16.6;11.6;
1962-06-22;14.2;5.2;
1962-06-23;15;2.2;
1962-06-24;18.6;3.6;
1962-06-25;22.4;8.6;
1962-06-26;24;13.8;
1962-06-27;23.8;13.2;
1962-06-28;23.4;11.6;
1962-06-29;22.8;10.2;
1962-06-30;22;8.2;
1962-07-01;22.8;7.6;
1962-07-02;20.6;7.8;
1962-07-03;19.6;8.6;
1962-07-04;20.2;10.4;
1962-07-05;11.2;1.6;
1962-07-06;4.8;.4;
1962-07-07;13;1.6;
1962-07-08;11.8;5.6;
1962-07-09;16.4;8.4;
1962-07-10;15.2;6.2;
1962-07-11;17.8;6.2;
1962-07-12;21.2;3.8;
1962-07-13;20.6;4.4;
1962-07-14;20;8;
1962-07-15;21;10.8;
1962-07-16;17;6.2;
1962-07-17;20;2;
1962-07-18;14.2;4.8;
1962-07-19;16.2;8.2;
1962-07-20;15.6;4;
1962-07-21;17.2;3.2;
1962-07-22;20.4;6.8;
1962-07-23;19.2;9.2;
1962-07-24;17.6;7.8;
1962-07-25;12;3.4;
1962-07-26;15.8;2.2;
1962-07-27;15.2;6.8;
1962-07-28;16.8;9.4;
1962-07-29;14.8;7.2;
1962-07-30;16;9.4;
1962-07-31;18.2;6.6;
1962-08-01;19.4;6.6;
1962-08-02;21.2;7.2;
1962-08-03;21.2;11;
1962-08-04;23.2;11.4;
1962-08-05;24.2;12.4;
1962-08-06;24.2;12.6;
1962-08-07;24.2;12.8;
1962-08-08;24.2;11.6;
1962-08-09;24.6;12.6;
1962-08-10;19;13.6;
1962-08-11;14.4;7;
1962-08-12;15.2;1.4;
1962-08-13;21.6;4.4;
1962-08-14;20.4;5.4;
1962-08-15;21.4;5.4;
1962-08-16;14.2;10.4;
1962-08-17;20.4;5.6;
1962-08-18;23.6;7;
1962-08-19;21.6;9.4;
1962-08-20;21.2;8.6;
1962-08-21;22.2;8.8;
1962-08-22;17;10;
1962-08-23;12.8;5.8;
1962-08-24;15;2.6;
1962-08-25;20.2;3;
1962-08-26;25.2;6.6;
1962-08-27;26.6;8.4;
1962-08-28;27.8;11.2;
1962-08-29;23.2;13;
1962-08-30;16.8;12.8;
1962-08-31;22.2;11;
1962-09-01;22.6;9.2;
1962-09-02;25.4;9;
1962-09-03;26;13.2;
1962-09-04;22;14.8;
1962-09-05;25.8;13.8;
1962-09-06;25.4;15;
1962-09-07;26.4;16;
1962-09-08;20;15;
1962-09-09;15.2;9.2;
1962-09-10;24;11.6;
1962-09-11;24.2;14.8;
1962-09-12;19;12.2;
1962-09-13;15.8;10;
1962-09-14;18.2;10.2;
1962-09-15;22.8;9.4;
1962-09-16;25;11.4;
1962-09-17;26.8;14;
1962-09-18;21;13.8;
1962-09-19;17.8;12.4;
1962-09-20;14.2;11.4;
1962-09-21;18.2;12;
1962-09-22;19;10.2;
1962-09-23;19;8.2;
1962-09-24;19.6;6.4;
1962-09-25;22;8.8;
1962-09-26;23.2;9.2;
1962-09-27;24.6;10.6;
1962-09-28;22.2;10.6;
1962-09-29;22.4;13.8;
1962-09-30;21.6;13.6;
1962-10-01;22;13.4;
1962-10-02;20.1;13;
1962-10-03;17.6;12.6;
1962-10-04;17.4;11.6;
1962-10-05;25.4;8.4;
1962-10-06;22.6;11.2;
1962-10-07;21;9.8;
1962-10-08;21.6;13;
1962-10-09;19;10.6;
1962-10-10;18;12.6;
1962-10-11;16.2;11.6;
1962-10-12;20;8.6;
1962-10-13;20.8;6.2;
1962-10-14;22.4;7.2;
1962-10-15;23.6;10.4;
1962-10-16;24.6;11.4;
1962-10-17;15.4;12.8;
1962-10-18;17.4;14.6;
1962-10-19;16.2;12;
1962-10-20;20.2;8;
1962-10-21;19.2;5.8;
1962-10-22;21.6;7.2;
1962-10-23;23.2;8.4;
1962-10-24;17.6;11.8;
1962-10-25;20.2;11.8;
1962-10-26;25;11;
1962-10-27;24.8;12.6;
1962-10-28;22.6;13.8;
1962-10-29;17.8;10.2;
1962-10-30;13.4;7.4;
1962-10-31;18.4;9;
1962-11-01;22.4;7.6;
1962-11-02;24.6;11.2;
1962-11-03;27.4;13;
1962-11-04;28.8;16.6;
1962-11-05;26.8;14.6;
1962-11-06;19.4;14.2;
1962-11-07;17.6;11.2;
1962-11-08;15.2;11;
1962-11-09;22;10.2;
1962-11-10;23.2;10.2;
1962-11-11;22.4;8.4;
1962-11-12;23.2;7.6;
1962-11-13;24.8;8.4;
1962-11-14;27.6;10.8;
1962-11-15;27.6;11.2;
1962-11-16;27.6;13;
1962-11-17;25.6;15;
1962-11-18;23;14.4;
1962-11-19;21.8;16.2;
1962-11-20;22.2;16;
1962-11-21;23;11.4;
1962-11-22;23;12.2;
1962-11-23;24;11;
1962-11-24;26.4;12.2;
1962-11-25;28.4;15.2;
1962-11-26;29.4;15.8;
1962-11-27;30.4;16;
1962-11-28;29.2;17.8;
1962-11-29;25.6;18;
1962-11-30;28;16.4;
1962-12-01;26;15.4;
1962-12-02;27;16.8;
1962-12-03;24.6;15.8;
1962-12-04;21.4;15.8;
1962-12-05;18;14;
1962-12-06;19.6;11.4;
1962-12-07;23;11.4;
1962-12-08;25.8;12.4;
1962-12-09;26.6;15;
1962-12-10;27.2;15;
1962-12-11;27.4;13.6;
1962-12-12;28.2;16.8;
1962-12-13;27.4;16.8;
1962-12-14;22;11.6;
1962-12-15;23.4;9.8;
1962-12-16;23;12.8;
1962-12-17;27.8;14.6;
1962-12-18;27.8;16.2;
1962-12-19;26.6;15.6;
1962-12-20;27;13.6;
1962-12-21;28.8;14.2;
1962-12-22;30.2;16;
1962-12-23;29.6;15.4;
1962-12-24;30.2;16.4;
1962-12-25;28.8;15.2;
1962-12-26;25.2;15.2;
1962-12-27;27.6;16.6;
1962-12-28;28.4;13.8;
1962-12-29;26;16;
1962-12-30;30.2;18;
1962-12-31;24.8;17.8;
1963-01-01;29.6;17.2;
1963-01-02;30.4;17.4;
1963-01-03;31;19;
1963-01-04;29;16.4;
1963-01-05;30.6;17.2;
1963-01-06;31.6;17.6;
1963-01-07;30.6;18.6;
1963-01-08;23.6;18.6;
1963-01-09;27.2;18.4;
1963-01-10;26.2;18.2;
1963-01-11;20;15.6;
1963-01-12;23;14.4;
1963-01-13;26.4;16.8;
1963-01-14;22.8;17.6;
1963-01-15;27.2;17.2;
1963-01-16;23.6;16.2;
1963-01-17;23.4;17.2;
1963-01-18;21.2;13;
1963-01-19;26.4;15.8;
1963-01-20;27.6;16.8;
1963-01-21;28.8;16.2;
1963-01-22;22.6;17;
1963-01-23;24.6;15.8;
1963-01-24;26.8;16;
1963-01-25;27;18.2;
1963-01-26;28;17.6;
1963-01-27;28;19;
1963-01-28;26;17.8;
1963-01-29;25.2;17.8;
1963-01-30;26.4;18;
1963-01-31;21.8;16.8;
1963-02-01;24.6;16.6;
1963-02-02;25;16.2;
1963-02-03;26.8;15.6;
1963-02-04;27;15.8;
1963-02-05;26.2;16.8;
1963-02-06;24.8;15.2;
1963-02-07;23.8;14.2;
1963-02-08;23.6;12;
1963-02-09;24.6;12.2;
1963-02-10;25.6;14.4;
1963-02-11;26;15.4;
1963-02-12;26;16.6;
1963-02-13;27.8;17.2;
1963-02-14;27.6;15;
1963-02-15;28.4;16.2;
1963-02-16;29;17;
1963-02-17;27;17.8;
1963-02-18;26.8;17.8;
1963-02-19;26.6;18;
1963-02-20;25.2;18.6;
1963-02-21;23.8;15.6;
1963-02-22;19.2;14;
1963-02-23;21.6;14.8;
1963-02-24;20.4;16.4;
1963-02-25;23.8;17.3;
1963-02-26;23;17;
1963-02-27;26.4;16.2;
1963-02-28;28.6;18;
1963-03-01;25.4;17.8;
1963-03-02;25.6;15.2;
1963-03-03;26.8;16.8;
1963-03-04;28;17.2;
1963-03-05;27.4;16.4;
1963-03-06;28.4;17.2;
1963-03-07;30;19;
1963-03-08;28.8;15.8;
1963-03-09;25.2;17.4;
1963-03-10;25.8;16.2;
1963-03-11;27;18.2;
1963-03-12;28.2;16.4;
1963-03-13;28.8;16.2;
1963-03-14;28;16.6;
1963-03-15;27.4;17;
1963-03-16;26;16.6;
1963-03-17;29;16.8;
1963-03-18;29.6;18.6;
1963-03-19;28.8;17.2;
1963-03-20;26;17.2;
1963-03-21;24;17.4;
1963-03-22;22.4;16.8;
1963-03-23;21.2;16.4;
1963-03-24;24.6;14.6;
1963-03-25;26;17.6;
1963-03-26;22.6;17.6;
1963-03-27;20;16.2;
1963-03-28;17.6;13.2;
1963-03-29;16.8;12.4;
1963-03-30;22;12.6;
1963-03-31;27;14.8;
1963-04-01;27;16.4;
1963-04-02;28;15.8;
1963-04-03;26;15.2;
1963-04-04;22;15.2;
1963-04-05;25;14.4;
1963-04-06;23;13.2;
1963-04-07;24;14;
1963-04-08;24.4;12.8;
1963-04-09;21;14.8;
1963-04-10;23;9.2;
1963-04-11;23.8;11.6;
1963-04-12;20.2;11.6;
1963-04-13;25;8.8;
1963-04-14;25.8;11.6;
1963-04-15;18.4;14.2;
1963-04-16;21.4;13.2;
1963-04-17;21.6;10.2;
1963-04-18;21.2;10.2;
1963-04-19;22.2;10.4;
1963-04-20;24.2;10;
1963-04-21;25.4;10.6;
1963-04-22;27.6;10.2;
1963-04-23;26.6;11.4;
1963-04-24;26;11.4;
1963-04-25;27;11.2;
1963-04-26;26.6;12.4;
1963-04-27;26;12.2;
1963-04-28;24.2;11.8;
1963-04-29;25;11.4;
1963-04-30;24.4;11;
1963-05-01;24;12;
1963-05-02;25;10.4;
1963-05-03;21.8;13;
1963-05-04;15;3.6;
1963-05-05;22.4;2.2;
1963-05-06;21.4;4.2;
1963-05-07;23;7.4;
1963-05-08;24;6.7;
1963-05-09;23;10.8;
1963-05-10;22.4;9.2;
1963-05-11;24;11.6;
1963-05-12;20.2;13.8;
1963-05-13;23;14;
1963-05-14;22;15;
1963-05-15;22.8;14.2;
1963-05-16;19.4;13.6;
1963-05-17;15;10.7;
1963-05-18;14.2;9.6;
1963-05-19;19;7.4;
1963-05-20;23;8;
1963-05-21;21.6;6;
1963-05-22;21;8.4;
1963-05-23;21.6;10.6;
1963-05-24;23.8;11.8;
1963-05-25;17;10.4;
1963-05-26;20.2;10.4;
1963-05-27;20.8;9.6;
1963-05-28;22;7.8;
1963-05-29;21;9;
1963-05-30;18.4;8.2;
1963-05-31;16.6;8.2;
1963-06-01;17;10;
1963-06-02;16;8;
1963-06-03;18.2;8.6;
1963-06-04;19.6;8.6;
1963-06-05;19.6;11;
1963-06-06;21.6;11;
1963-06-07;20.2;12;
1963-06-08;21;9.4;
1963-06-09;23.6;9.8;
1963-06-10;22.6;11.2;
1963-06-11;18.6;10.4;
1963-06-12;18;8.2;
1963-06-13;18.8;6.6;
1963-06-14;12;8.2;
1963-06-15;18.6;10.2;
1963-06-16;14;6.2;
1963-06-17;9.2;1.2;
1963-06-18;15;null;
1963-06-19;9;2;
1963-06-20;11.2;2.8;
1963-06-21;14.2;-1.6;
1963-06-22;14.6;.2;
1963-06-23;17.2;5.2;
1963-06-24;21;1.4;
1963-06-25;21.4;6.4;
1963-06-26;22;10.2;
1963-06-27;20.2;10.2;
1963-06-28;22;12.8;
1963-06-29;22;12;
1963-06-30;22.8;10.4;
1963-07-01;23.2;10.2;
1963-07-02;20;9.8;
1963-07-03;17.8;10;
1963-07-04;15;10.2;
1963-07-05;16;9.2;
1963-07-06;18;8.8;
1963-07-07;20;8.8;
1963-07-08;22.8;11.8;
1963-07-09;22.6;15;
1963-07-10;23;12.6;
1963-07-11;22;10;
1963-07-12;24.2;11.2;
1963-07-13;23.2;11.4;
1963-07-14;21;11.2;
1963-07-15;18.6;10.8;
1963-07-16;18;11.4;
1963-07-17;22;13.6;
1963-07-18;19.8;12.2;
1963-07-19;21.6;7.8;
