,Data,Temperatura Mínima,Temperatura Máxima,"('Data', 'Temperatura mínima', 'Temperatura máxima')"
580,1962-07-24,22.4,33.1,1962-07-24
581,1962-07-25,23.7,32.2,1962-07-25
582,1962-07-26,23.6,28.2,1962-07-26
583,1962-07-27,23.1,32.4,1962-07-27
584,1962-07-28,22.2,30.2,1962-07-28
585,1962-07-29,21.7,33.2,1962-07-29
586,1962-07-30,22.0,33.2,1962-07-30
587,1962-07-31,22.2,30.3,1962-07-31
588,1962-08-01,21.9,31.8,1962-08-01
589,1962-08-02,22.1,32.4,1962-08-02
590,1962-08-03,22.0,33.0,1962-08-03
591,1962-08-04,21.9,32.7,1962-08-04
592,1962-08-05,22.4,33.3,1962-08-05
593,1962-08-06,22.3,29.7,1962-08-06
594,1962-08-07,20.7,32.7,1962-08-07
595,1962-08-08,21.2,33.4,1962-08-08
596,1962-08-09,21.3,34.1,1962-08-09
597,1962-08-10,21.0,34.8,1962-08-10
598,1962-08-11,21.9,33.1,1962-08-11
599,1962-08-12,22.8,34.0,1962-08-12
600,1962-08-13,23.4,34.3,1962-08-13
601,1962-08-14,23.6,30.8,1962-08-14
602,1962-08-15,22.4,33.1,1962-08-15
603,1962-08-16,22.0,32.4,1962-08-16
604,1962-08-17,23.5,29.8,1962-08-17
605,1962-08-18,21.8,29.6,1962-08-18
606,1962-08-19,22.0,32.7,1962-08-19
607,1962-08-20,21.4,33.4,1962-08-20
608,1962-08-21,20.7,34.4,1962-08-21
609,1962-08-22,20.3,35.2,1962-08-22
610,1962-08-23,22.1,34.0,1962-08-23
611,1962-08-24,21.9,32.8,1962-08-24
612,1962-08-25,21.8,32.4,1962-08-25
613,1962-08-26,22.8,32.8,1962-08-26
614,1962-08-27,22.0,34.0,1962-08-27
615,1962-08-28,22.0,34.2,1962-08-28
616,1962-08-29,23.0,34.8,1962-08-29
617,1962-08-30,23.0,34.8,1962-08-30
618,1962-08-31,21.0,35.0,1962-08-31
619,1962-09-01,23.0,34.7,1962-09-01
620,1962-09-02,23.3,34.6,1962-09-02
621,1962-09-03,23.3,34.3,1962-09-03
622,1962-09-04,23.5,34.0,1962-09-04
623,1962-09-05,22.0,33.8,1962-09-05
624,1962-09-06,22.1,34.7,1962-09-06
625,1962-09-07,23.1,33.7,1962-09-07
626,1962-09-08,22.8,33.3,1962-09-08
627,1962-09-09,22.9,34.7,1962-09-09
628,1962-09-10,22.0,35.0,1962-09-10
629,1962-09-11,22.3,34.0,1962-09-11
630,1962-09-12,22.1,34.9,1962-09-12
631,1962-09-13,21.9,35.4,1962-09-13
632,1962-09-14,22.1,35.0,1962-09-14
633,1962-09-15,22.3,35.3,1962-09-15
634,1962-09-16,23.3,36.0,1962-09-16
635,1962-09-17,24.3,34.0,1962-09-17
636,1962-09-18,23.3,34.1,1962-09-18
637,1962-09-19,22.9,35.0,1962-09-19
638,1962-09-20,23.3,35.3,1962-09-20
639,1962-09-21,24.2,35.0,1962-09-21
640,1962-09-22,22.3,35.9,1962-09-22
641,1962-09-23,23.1,34.8,1962-09-23
642,1962-09-24,22.3,32.3,1962-09-24
643,1962-09-25,23.9,34.3,1962-09-25
644,1962-09-26,22.1,35.0,1962-09-26
645,1962-09-27,23.3,35.8,1962-09-27
646,1962-09-28,25.0,35.4,1962-09-28
647,1962-09-29,25.5,34.2,1962-09-29
648,1962-09-30,21.7,33.3,1962-09-30
649,1962-10-01,22.0,36.4,1962-10-01
650,1962-10-02,23.7,36.0,1962-10-02
651,1962-10-03,24.9,36.2,1962-10-03
652,1962-10-04,24.2,35.9,1962-10-04
653,1962-10-05,23.8,36.8,1962-10-05
654,1962-10-06,25.0,36.2,1962-10-06
655,1962-10-07,23.3,36.4,1962-10-07
656,1962-10-08,24.4,37.0,1962-10-08
657,1962-10-09,25.1,35.8,1962-10-09
658,1962-10-10,24.8,35.1,1962-10-10
659,1962-10-11,22.3,31.0,1962-10-11
660,1962-10-12,23.0,34.0,1962-10-12
661,1962-10-13,22.8,33.4,1962-10-13
662,1962-10-14,23.8,33.8,1962-10-14
663,1962-10-15,25.1,34.1,1962-10-15
664,1962-10-16,21.8,29.6,1962-10-16
665,1962-10-17,22.7,33.6,1962-10-17
666,1962-10-18,22.9,33.8,1962-10-18
667,1962-10-19,22.2,33.6,1962-10-19
668,1962-10-20,23.2,33.0,1962-10-20
669,1962-10-21,22.9,33.0,1962-10-21
670,1962-10-22,22.5,32.2,1962-10-22
671,1962-10-23,23.5,30.8,1962-10-23
672,1962-10-24,23.7,33.3,1962-10-24
673,1962-10-25,23.0,30.8,1962-10-25
674,1962-10-26,22.3,32.8,1962-10-26
675,1962-10-27,22.5,32.0,1962-10-27
676,1962-10-28,23.5,32.0,1962-10-28
677,1962-10-29,23.5,33.8,1962-10-29
678,1962-10-30,22.8,27.4,1962-10-30
679,1962-10-31,21.5,31.8,1962-10-31
680,1962-11-01,22.8,33.4,1962-11-01
681,1962-11-02,24.3,31.6,1962-11-02
682,1962-11-03,22.3,31.3,1962-11-03
683,1962-11-04,23.1,33.6,1962-11-04
684,1962-11-05,22.8,34.4,1962-11-05
685,1962-11-06,23.4,34.4,1962-11-06
686,1962-11-07,23.2,34.6,1962-11-07
687,1962-11-08,24.7,32.3,1962-11-08
688,1962-11-09,24.2,27.3,1962-11-09
689,1962-11-10,24.0,33.8,1962-11-10
690,1962-11-11,24.8,29.2,1962-11-11
691,1962-11-12,22.4,33.3,1962-11-12
692,1962-11-13,23.5,32.8,1962-11-13
693,1962-11-14,23.2,29.8,1962-11-14
694,1962-11-15,23.3,32.3,1962-11-15
695,1962-11-16,23.5,31.7,1962-11-16
696,1962-11-17,23.2,32.2,1962-11-17
697,1962-11-18,24.2,31.7,1962-11-18
698,1962-11-19,24.0,31.3,1962-11-19
699,1962-11-20,22.2,32.9,1962-11-20
700,1962-11-21,23.0,29.8,1962-11-21
701,1962-11-22,22.7,32.7,1962-11-22
702,1962-11-23,22.4,28.6,1962-11-23
703,1962-11-24,21.5,32.3,1962-11-24
704,1962-11-25,23.0,30.2,1962-11-25
705,1962-11-26,21.2,31.6,1962-11-26
706,1962-11-27,22.7,31.4,1962-11-27
707,1962-11-28,22.0,31.2,1962-11-28
708,1962-11-29,22.7,32.7,1962-11-29
709,1962-11-30,22.6,33.7,1962-11-30
710,1962-12-01,23.3,33.4,1962-12-01
711,1962-12-02,23.1,33.3,1962-12-02
712,1962-12-03,23.7,35.0,1962-12-03
713,1962-12-04,24.6,34.6,1962-12-04
714,1962-12-05,23.3,33.8,1962-12-05
715,1962-12-06,23.0,34.6,1962-12-06
716,1962-12-07,23.5,34.6,1962-12-07
717,1962-12-08,24.7,34.3,1962-12-08
718,1962-12-09,24.3,32.5,1962-12-09
719,1962-12-10,23.3,32.2,1962-12-10
720,1962-12-11,24.3,32.4,1962-12-11
721,1962-12-12,23.3,31.0,1962-12-12
722,1962-12-13,23.4,27.0,1962-12-13
723,1962-12-14,22.9,31.6,1962-12-14
724,1962-12-15,24.0,32.0,1962-12-15
725,1962-12-16,22.4,27.3,1962-12-16
726,1962-12-17,22.4,31.5,1962-12-17
727,1962-12-18,23.0,32.8,1962-12-18
728,1962-12-19,23.8,33.7,1962-12-19
729,1962-12-20,24.5,30.2,1962-12-20
730,1962-12-21,23.5,32.8,1962-12-21
731,1962-12-22,22.1,32.6,1962-12-22
732,1962-12-23,22.1,31.2,1962-12-23
733,1962-12-24,23.2,31.6,1962-12-24
734,1962-12-25,22.5,32.4,1962-12-25
735,1962-12-26,22.5,30.7,1962-12-26
736,1962-12-27,23.5,29.7,1962-12-27
737,1962-12-28,23.5,26.0,1962-12-28
738,1962-12-29,21.7,30.7,1962-12-29
739,1962-12-30,21.6,31.7,1962-12-30
740,1962-12-31,23.6,31.0,1962-12-31
741,1963-01-01,23.5,31.4,1963-01-01
742,1963-01-02,22.5,30.3,1963-01-02
743,1963-01-03,20.9,32.2,1963-01-03
744,1963-01-04,22.3,33.7,1963-01-04
745,1963-01-05,22.8,34.0,1963-01-05
746,1963-01-06,22.3,29.7,1963-01-06
747,1963-01-07,23.0,30.6,1963-01-07
748,1963-01-08,21.8,32.3,1963-01-08
749,1963-01-09,22.7,32.3,1963-01-09
750,1963-01-10,22.4,32.5,1963-01-10
751,1963-01-11,22.8,25.8,1963-01-11
752,1963-01-12,21.4,31.2,1963-01-12
753,1963-01-13,23.0,28.0,1963-01-13
754,1963-01-14,21.3,27.8,1963-01-14
755,1963-01-15,22.5,30.6,1963-01-15
756,1963-01-16,22.6,30.8,1963-01-16
757,1963-01-17,23.4,28.4,1963-01-17
758,1963-01-18,22.5,29.6,1963-01-18
759,1963-01-19,22.0,28.0,1963-01-19
760,1963-01-20,21.8,30.9,1963-01-20
761,1963-01-21,21.6,29.4,1963-01-21
762,1963-01-22,23.2,30.6,1963-01-22
763,1963-01-23,21.8,28.2,1963-01-23
764,1963-01-24,22.6,32.0,1963-01-24
765,1963-01-25,23.5,32.3,1963-01-25
766,1963-01-26,21.8,30.9,1963-01-26
767,1963-01-27,22.9,30.7,1963-01-27
768,1963-01-28,21.8,29.7,1963-01-28
769,1963-01-29,22.2,31.3,1963-01-29
770,1963-01-30,21.3,29.2,1963-01-30
771,1963-01-31,21.6,32.0,1963-01-31
772,1963-02-01,22.3,30.0,1963-02-01
773,1963-02-02,21.4,28.3,1963-02-02
774,1963-02-03,21.5,29.6,1963-02-03
775,1963-02-04,22.6,31.6,1963-02-04
776,1963-02-05,23.0,31.3,1963-02-05
777,1963-02-06,22.7,32.2,1963-02-06
778,1963-02-07,22.8,27.7,1963-02-07
779,1963-02-08,21.4,31.1,1963-02-08
780,1963-02-09,22.4,33.3,1963-02-09
781,1963-02-10,22.9,34.3,1963-02-10
782,1963-02-11,23.6,32.7,1963-02-11
783,1963-02-12,23.4,30.7,1963-02-12
784,1963-02-13,23.2,29.8,1963-02-13
785,1963-02-14,22.3,24.0,1963-02-14
786,1963-02-15,21.7,30.0,1963-02-15
787,1963-02-16,22.6,32.7,1963-02-16
788,1963-02-17,23.7,32.1,1963-02-17
789,1963-02-18,23.3,33.3,1963-02-18
790,1963-02-19,22.7,32.7,1963-02-19
791,1963-02-20,23.0,27.1,1963-02-20
792,1963-02-21,22.2,28.0,1963-02-21
793,1963-02-22,22.0,25.8,1963-02-22
794,1963-02-23,21.5,31.2,1963-02-23
795,1963-02-24,22.2,27.1,1963-02-24
796,1963-02-25,20.9,30.3,1963-02-25
797,1963-02-26,22.3,26.2,1963-02-26
798,1963-02-27,21.5,30.2,1963-02-27
799,1963-02-28,22.5,29.7,1963-02-28
800,1963-03-01,21.3,30.2,1963-03-01
801,1963-03-02,23.4,28.3,1963-03-02
802,1963-03-03,21.7,29.3,1963-03-03
803,1963-03-04,21.7,25.1,1963-03-04
804,1963-03-05,21.6,28.4,1963-03-05
805,1963-03-06,21.7,31.3,1963-03-06
806,1963-03-07,22.8,29.6,1963-03-07
807,1963-03-08,22.1,31.8,1963-03-08
808,1963-03-09,22.2,27.8,1963-03-09
809,1963-03-10,22.0,31.8,1963-03-10
810,1963-03-11,23.1,29.8,1963-03-11
811,1963-03-12,23.0,26.0,1963-03-12
812,1963-03-13,20.9,31.1,1963-03-13
813,1963-03-14,22.7,31.3,1963-03-14
814,1963-03-15,22.9,30.5,1963-03-15
815,1963-03-16,22.8,32.4,1963-03-16
816,1963-03-17,23.6,29.7,1963-03-17
817,1963-03-18,22.3,30.4,1963-03-18
818,1963-03-19,22.7,28.5,1963-03-19
819,1963-03-20,21.4,31.2,1963-03-20
820,1963-03-21,23.2,31.2,1963-03-21
821,1963-03-22,22.4,30.8,1963-03-22
822,1963-03-23,23.0,31.3,1963-03-23
823,1963-03-24,21.7,32.8,1963-03-24
824,1963-03-25,22.7,32.0,1963-03-25
825,1963-03-26,23.5,32.7,1963-03-26
826,1963-03-27,24.3,32.0,1963-03-27
827,1963-03-28,23.7,32.2,1963-03-28
828,1963-03-29,23.6,32.0,1963-03-29
829,1963-03-30,23.5,27.3,1963-03-30
830,1963-03-31,23.1,30.4,1963-03-31
831,1963-04-01,22.4,32.2,1963-04-01
832,1963-04-02,23.2,29.8,1963-04-02
833,1963-04-03,22.4,32.2,1963-04-03
834,1963-04-04,23.3,31.3,1963-04-04
835,1963-04-05,23.3,31.4,1963-04-05
836,1963-04-06,23.1,28.7,1963-04-06
837,1963-04-07,22.0,31.4,1963-04-07
838,1963-04-08,22.9,30.9,1963-04-08
839,1963-04-09,22.0,26.7,1963-04-09
840,1963-04-10,21.5,29.7,1963-04-10
841,1963-04-11,22.2,32.3,1963-04-11
842,1963-04-12,23.6,32.7,1963-04-12
843,1963-04-13,23.2,32.0,1963-04-13
844,1963-04-14,22.0,31.7,1963-04-14
845,1963-04-15,23.3,32.3,1963-04-15
846,1963-04-16,22.9,32.0,1963-04-16
847,1963-04-17,23.1,31.6,1963-04-17
848,1963-04-18,23.0,29.7,1963-04-18
849,1963-04-19,23.5,27.4,1963-04-19
850,1963-04-20,23.3,29.3,1963-04-20
851,1963-04-21,22.4,27.3,1963-04-21
852,1963-04-22,21.9,30.1,1963-04-22
853,1963-04-23,22.5,30.7,1963-04-23
854,1963-04-24,23.6,32.4,1963-04-24
855,1963-04-25,23.2,31.8,1963-04-25
856,1963-04-26,22.6,27.7,1963-04-26
857,1963-04-27,22.7,30.5,1963-04-27
858,1963-04-28,23.1,32.4,1963-04-28
859,1963-04-29,22.7,31.4,1963-04-29
860,1963-04-30,23.3,30.5,1963-04-30
861,1963-05-01,23.0,25.5,1963-05-01
862,1963-05-02,22.2,30.6,1963-05-02
863,1963-05-03,22.3,32.0,1963-05-03
864,1963-05-04,23.0,26.8,1963-05-04
865,1963-05-05,21.8,31.6,1963-05-05
866,1963-05-06,22.8,29.6,1963-05-06
867,1963-05-07,22.8,31.6,1963-05-07
868,1963-05-08,23.0,29.7,1963-05-08
869,1963-05-09,23.5,29.6,1963-05-09
870,1963-05-10,23.4,31.5,1963-05-10
871,1963-05-11,22.4,32.0,1963-05-11
872,1963-05-12,23.4,32.6,1963-05-12
873,1963-05-13,23.0,32.5,1963-05-13
874,1963-05-14,22.2,32.8,1963-05-14
875,1963-05-15,22.7,32.8,1963-05-15
876,1963-05-16,22.9,33.2,1963-05-16
877,1963-05-17,23.2,32.3,1963-05-17
878,1963-05-18,23.6,31.7,1963-05-18
879,1963-05-19,23.4,27.8,1963-05-19
880,1963-05-20,23.2,28.3,1963-05-20
881,1963-05-21,23.3,31.6,1963-05-21
882,1963-05-22,23.2,32.6,1963-05-22
883,1963-05-23,23.8,32.1,1963-05-23
884,1963-05-24,23.5,33.3,1963-05-24
885,1963-05-25,23.1,32.3,1963-05-25
886,1963-05-26,22.8,31.6,1963-05-26
887,1963-05-27,22.0,31.7,1963-05-27
888,1963-05-28,21.5,31.1,1963-05-28
889,1963-05-29,23.7,31.6,1963-05-29
890,1963-05-30,22.6,33.0,1963-05-30
891,1963-05-31,23.5,33.3,1963-05-31
892,1963-06-01,23.6,32.6,1963-06-01
893,1963-06-02,23.3,32.7,1963-06-02
894,1963-06-03,23.4,31.7,1963-06-03
895,1963-06-04,22.5,30.0,1963-06-04
896,1963-06-05,22.4,30.6,1963-06-05
897,1963-06-06,24.0,32.3,1963-06-06
898,1963-06-07,22.0,32.0,1963-06-07
899,1963-06-08,23.6,32.6,1963-06-08
900,1963-06-09,22.9,31.1,1963-06-09
901,1963-06-10,22.0,31.5,1963-06-10
902,1963-06-11,23.1,32.3,1963-06-11
903,1963-06-12,23.4,30.7,1963-06-12
904,1963-06-13,22.3,29.5,1963-06-13
905,1963-06-14,22.1,30.7,1963-06-14
906,1963-06-15,22.3,31.3,1963-06-15
907,1963-06-16,22.1,32.0,1963-06-16
908,1963-06-17,22.3,32.3,1963-06-17
909,1963-06-18,21.5,32.5,1963-06-18
910,1963-06-19,21.2,31.8,1963-06-19
911,1963-06-20,21.4,32.8,1963-06-20
912,1963-06-21,23.2,32.0,1963-06-21
913,1963-06-22,21.9,31.1,1963-06-22
914,1963-06-23,22.0,27.1,1963-06-23
915,1963-06-24,21.6,30.5,1963-06-24
916,1963-06-25,23.4,30.8,1963-06-25
917,1963-06-26,22.7,31.3,1963-06-26
918,1963-06-27,22.4,31.3,1963-06-27
919,1963-06-28,22.3,31.8,1963-06-28
920,1963-06-29,22.9,29.8,1963-06-29
921,1963-06-30,22.3,31.0,1963-06-30
922,1963-07-01,22.0,32.1,1963-07-01
923,1963-07-02,21.4,32.5,1963-07-02
924,1963-07-03,22.0,32.8,1963-07-03
925,1963-07-04,21.2,32.2,1963-07-04
926,1963-07-05,23.8,32.8,1963-07-05
927,1963-07-06,21.9,32.8,1963-07-06
928,1963-07-07,22.9,30.7,1963-07-07
929,1963-07-08,22.3,30.8,1963-07-08
930,1963-07-09,22.1,31.5,1963-07-09
931,1963-07-10,23.5,31.3,1963-07-10
932,1963-07-11,22.4,32.1,1963-07-11
933,1963-07-12,22.5,32.7,1963-07-12
934,1963-07-13,22.1,33.7,1963-07-13
935,1963-07-14,22.5,32.8,1963-07-14
936,1963-07-15,21.3,32.6,1963-07-15
937,1963-07-16,21.3,32.8,1963-07-16
938,1963-07-17,22.1,33.5,1963-07-17
939,1963-07-18,21.7,33.3,1963-07-18
940,1963-07-19,21.9,33.7,1963-07-19
941,1963-07-20,22.1,33.5,1963-07-20
942,1963-07-21,22.3,33.4,1963-07-21
943,1963-07-22,23.6,32.6,1963-07-22
944,1963-07-23,22.0,33.2,1963-07-23
945,1963-07-24,22.3,33.1,1963-07-24
946,1963-07-25,23.4,31.5,1963-07-25
947,1963-07-26,22.8,29.5,1963-07-26
948,1963-07-27,23.1,32.5,1963-07-27
949,1963-07-28,21.2,32.3,1963-07-28
950,1963-07-29,22.0,33.1,1963-07-29
951,1963-07-30,23.0,33.8,1963-07-30
952,1963-07-31,23.2,33.9,1963-07-31
953,1963-08-01,22.9,34.0,1963-08-01
954,1963-08-02,22.4,34.3,1963-08-02
955,1963-08-03,24.4,32.7,1963-08-03
956,1963-08-04,22.7,33.6,1963-08-04
957,1963-08-05,23.0,33.2,1963-08-05
958,1963-08-06,23.6,33.5,1963-08-06
959,1963-08-07,23.5,29.7,1963-08-07
960,1963-08-08,21.8,32.6,1963-08-08
961,1963-08-09,22.3,32.7,1963-08-09
962,1963-08-10,21.5,32.1,1963-08-10
963,1963-08-11,22.8,33.2,1963-08-11
964,1963-08-12,22.1,34.2,1963-08-12
965,1963-08-13,22.5,34.6,1963-08-13
966,1963-08-14,23.1,34.7,1963-08-14
967,1963-08-15,22.9,34.3,1963-08-15
968,1963-08-16,23.3,34.3,1963-08-16
969,1963-08-17,23.6,35.3,1963-08-17
970,1963-08-18,22.8,36.0,1963-08-18
971,1963-08-19,23.5,34.7,1963-08-19
972,1963-08-20,23.1,33.7,1963-08-20
973,1963-08-21,23.0,34.0,1963-08-21
974,1963-08-22,22.9,35.1,1963-08-22
975,1963-08-23,23.2,35.5,1963-08-23
976,1963-08-24,22.7,36.2,1963-08-24
977,1963-08-25,23.7,35.5,1963-08-25
978,1963-08-26,23.6,35.2,1963-08-26
979,1963-08-27,24.3,35.5,1963-08-27
980,1963-08-28,23.1,36.1,1963-08-28
981,1963-08-29,23.1,35.9,1963-08-29
982,1963-08-30,23.3,35.4,1963-08-30
983,1963-08-31,23.6,35.2,1963-08-31
984,1963-09-01,23.7,35.9,1963-09-01
985,1963-09-02,23.1,35.6,1963-09-02
986,1963-09-03,23.2,35.9,1963-09-03
987,1963-09-04,24.0,36.0,1963-09-04
988,1963-09-05,22.8,36.2,1963-09-05
989,1963-09-06,24.1,35.0,1963-09-06
990,1963-09-07,24.5,35.5,1963-09-07
991,1963-09-08,24.1,35.6,1963-09-08
992,1963-09-09,23.9,36.0,1963-09-09
993,1963-09-10,24.3,36.5,1963-09-10
994,1963-09-11,25.5,35.0,1963-09-11
995,1963-09-12,24.2,34.8,1963-09-12
996,1963-09-13,24.0,36.1,1963-09-13
997,1963-09-14,23.9,36.0,1963-09-14
998,1963-09-15,24.5,33.9,1963-09-15
999,1963-09-16,23.3,35.9,1963-09-16
1000,1963-09-17,24.0,36.0,1963-09-17
1001,1963-09-18,23.9,35.2,1963-09-18
1002,1963-09-19,24.5,33.2,1963-09-19
1003,1963-09-20,21.3,28.4,1963-09-20
1004,1963-09-21,22.3,33.6,1963-09-21
1005,1963-09-22,23.6,35.1,1963-09-22
1006,1963-09-23,23.0,35.2,1963-09-23
1007,1963-09-24,23.9,34.4,1963-09-24
1008,1963-09-25,23.7,35.2,1963-09-25
1009,1963-09-26,22.6,35.7,1963-09-26
1010,1963-09-27,25.5,35.4,1963-09-27
1011,1963-09-28,24.8,34.0,1963-09-28
1012,1963-09-29,24.2,36.4,1963-09-29
1013,1963-09-30,24.1,36.0,1963-09-30
1014,1963-10-01,24.5,36.1,1963-10-01
1015,1963-10-02,24.6,35.7,1963-10-02
1016,1963-10-03,24.0,36.6,1963-10-03
1017,1963-10-04,22.6,33.2,1963-10-04
1018,1963-10-05,23.7,34.6,1963-10-05
1019,1963-10-06,23.0,35.3,1963-10-06
1020,1963-10-07,24.2,35.8,1963-10-07
1021,1963-10-08,24.7,36.0,1963-10-08
1022,1963-10-09,24.2,35.3,1963-10-09
1023,1963-10-10,23.4,35.2,1963-10-10
1024,1963-10-11,24.0,36.1,1963-10-11
1025,1963-10-12,21.8,37.3,1963-10-12
1026,1963-10-13,24.5,35.9,1963-10-13
1027,1963-10-14,24.8,35.9,1963-10-14
1028,1963-10-15,23.9,37.0,1963-10-15
1029,1963-10-16,23.6,36.7,1963-10-16
1030,1963-10-17,24.8,36.6,1963-10-17
1031,1963-10-18,24.8,37.0,1963-10-18
1032,1963-10-19,25.2,36.6,1963-10-19
1033,1963-10-20,24.9,34.7,1963-10-20
1034,1963-10-21,24.7,35.5,1963-10-21
1035,1963-10-22,25.3,29.5,1963-10-22
1036,1963-10-23,24.0,31.5,1963-10-23
1037,1963-10-24,24.6,33.6,1963-10-24
1038,1963-10-25,22.8,32.6,1963-10-25
1039,1963-10-26,24.9,28.2,1963-10-26
1040,1963-10-27,24.4,31.0,1963-10-27
1041,1963-10-28,23.3,35.5,1963-10-28
1042,1963-10-29,24.3,35.7,1963-10-29
1043,1963-10-30,24.8,35.0,1963-10-30
1044,1963-10-31,24.2,30.4,1963-10-31
1045,1963-11-01,23.8,32.0,1963-11-01
1046,1963-11-02,24.5,33.0,1963-11-02
1047,1963-11-03,25.3,33.5,1963-11-03
1048,1963-11-04,23.4,28.2,1963-11-04
1049,1963-11-05,22.6,30.3,1963-11-05
1050,1963-11-06,22.5,30.2,1963-11-06
1051,1963-11-07,22.7,30.6,1963-11-07
1052,1963-11-08,24.9,30.3,1963-11-08
1053,1963-11-09,23.5,32.5,1963-11-09
1054,1963-11-10,23.4,31.0,1963-11-10
1055,1963-11-11,22.8,27.5,1963-11-11
1056,1963-11-12,21.2,32.0,1963-11-12
1057,1963-11-13,23.2,33.0,1963-11-13
1058,1963-11-14,23.0,34.5,1963-11-14
1059,1963-11-15,22.6,31.6,1963-11-15
1060,1963-11-16,21.9,31.3,1963-11-16
1061,1963-11-17,24.5,33.0,1963-11-17
1062,1963-11-18,23.0,34.3,1963-11-18
1063,1963-11-19,24.5,33.5,1963-11-19
1064,1963-11-20,22.4,32.9,1963-11-20
1065,1963-11-21,23.1,33.4,1963-11-21
1066,1963-11-22,23.1,34.8,1963-11-22
1067,1963-11-23,22.8,28.5,1963-11-23
1068,1963-11-24,22.4,30.0,1963-11-24
1069,1963-11-25,21.4,33.4,1963-11-25
1070,1963-11-26,23.1,34.4,1963-11-26
1071,1963-11-27,22.1,32.9,1963-11-27
1072,1963-11-28,22.3,30.0,1963-11-28
1073,1963-11-29,21.1,32.5,1963-11-29
1074,1963-11-30,22.6,32.4,1963-11-30
1075,1963-12-01,22.4,28.2,1963-12-01
1076,1963-12-02,22.6,28.0,1963-12-02
1077,1963-12-03,22.1,33.0,1963-12-03
1078,1963-12-04,22.4,32.0,1963-12-04
1079,1963-12-05,23.0,29.6,1963-12-05
1080,1963-12-06,23.0,32.4,1963-12-06
1081,1963-12-07,23.8,33.9,1963-12-07
1082,1963-12-08,23.4,34.3,1963-12-08
1083,1963-12-09,24.3,32.8,1963-12-09
1084,1963-12-10,23.3,33.0,1963-12-10
1085,1963-12-11,22.4,31.9,1963-12-11
1086,1963-12-12,23.7,32.6,1963-12-12
1087,1963-12-13,22.8,30.0,1963-12-13
1088,1963-12-14,24.2,30.6,1963-12-14
1089,1963-12-15,23.0,28.0,1963-12-15
1090,1963-12-16,23.2,28.9,1963-12-16
1091,1963-12-17,24.0,31.0,1963-12-17
1092,1963-12-18,23.6,31.8,1963-12-18
1093,1963-12-19,23.7,30.2,1963-12-19
1094,1963-12-20,24.1,31.7,1963-12-20
1095,1963-12-21,23.6,27.3,1963-12-21
1096,1963-12-22,23.0,30.2,1963-12-22
1097,1963-12-23,23.0,31.6,1963-12-23
1098,1963-12-24,23.0,28.7,1963-12-24
1099,1963-12-25,23.4,32.6,1963-12-25
1100,1963-12-26,24.4,29.4,1963-12-26
1101,1963-12-27,23.8,31.3,1963-12-27
1102,1963-12-28,24.3,33.2,1963-12-28
1103,1963-12-29,23.5,32.7,1963-12-29
1104,1963-12-30,24.9,32.9,1963-12-30
1105,1963-12-31,24.1,32.0,1963-12-31
1106,1964-01-01,24.5,33.1,1964-01-01
1107,1964-01-02,24.7,33.3,1964-01-02
1108,1964-01-03,23.9,29.9,1964-01-03
1109,1964-01-04,22.6,32.4,1964-01-04
1110,1964-01-05,23.4,30.6,1964-01-05
1111,1964-01-06,23.4,26.2,1964-01-06
1112,1964-01-07,22.5,29.7,1964-01-07
1113,1964-01-08,22.5,32.1,1964-01-08
1114,1964-01-09,23.7,28.8,1964-01-09
1115,1964-01-10,22.9,31.7,1964-01-10
1116,1964-01-11,24.5,31.0,1964-01-11
1117,1964-01-12,24.4,32.5,1964-01-12
1118,1964-01-13,25.1,32.0,1964-01-13
1119,1964-01-14,24.1,28.8,1964-01-14
1120,1964-01-15,23.7,32.0,1964-01-15
1121,1964-01-16,24.3,30.7,1964-01-16
1122,1964-01-17,24.0,32.6,1964-01-17
1123,1964-01-18,24.4,31.7,1964-01-18
1124,1964-01-19,22.6,32.4,1964-01-19
1125,1964-01-20,22.5,34.0,1964-01-20
1126,1964-01-21,23.4,33.7,1964-01-21
1127,1964-01-22,25.4,31.7,1964-01-22
1128,1964-01-23,25.7,31.1,1964-01-23
1129,1964-01-24,24.5,32.9,1964-01-24
1130,1964-01-25,23.7,33.7,1964-01-25
1131,1964-01-26,23.3,32.4,1964-01-26
1132,1964-01-27,23.8,32.7,1964-01-27
1133,1964-01-28,24.5,32.2,1964-01-28
1134,1964-01-29,23.9,31.7,1964-01-29
1135,1964-01-30,24.0,29.4,1964-01-30
1136,1964-01-31,23.5,32.0,1964-01-31
1137,1964-02-01,23.5,32.4,1964-02-01
1138,1964-02-02,23.7,28.0,1964-02-02
1139,1964-02-03,23.1,30.2,1964-02-03
1140,1964-02-04,22.6,31.7,1964-02-04
1141,1964-02-05,23.2,32.9,1964-02-05
1142,1964-02-06,24.1,31.9,1964-02-06
1143,1964-02-07,24.2,31.7,1964-02-07
1144,1964-02-08,23.6,28.0,1964-02-08
1145,1964-02-09,24.2,32.6,1964-02-09
1146,1964-02-10,22.8,33.5,1964-02-10
1147,1964-02-11,23.4,33.4,1964-02-11
1148,1964-02-12,23.4,33.4,1964-02-12
1149,1964-02-13,24.9,31.4,1964-02-13
1150,1964-02-14,23.5,32.9,1964-02-14
1151,1964-02-15,24.8,32.2,1964-02-15
1152,1964-02-16,25.0,27.4,1964-02-16
1153,1964-02-17,23.3,29.1,1964-02-17
